	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Sym_117019_c1_g4	0	4	0	1	0	0	0	2	1	3	1	0	2	0	3	0	3	1	1	0	0	0	1	2	0	0	0	1	1	1	2	0	2	0	0	0	0	0	0	0	0	1	0	2	2	3	4
Sym_117019_c1_g5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117019_c1_g6	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	3	0	1	0	0	0	0	1	0	5	0	0	1	0	1	0	0	0	0	0	0	2	4	0	3	0	0	0
Sym_117030_c0_g1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Sym_117034_c8_g6	0	18	1	1	2	9	6	8	1	4	4	4	4	2	10	2	11	6	9	9	0	9	4	3	1	0	1	6	7	3	5	0	15	0	0	1	0	0	2	0	4	9	0	4	4	3	4
Sym_117037_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117081_c0_g1	0	3	1	0	0	0	1	3	0	0	5	0	0	1	2	0	2	3	2	5	0	1	0	1	0	0	1	3	0	0	1	2	3	1	0	0	0	0	0	0	0	6	0	3	0	0	0
Sym_11708_c0_g1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Sym_117102_c8_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_11710_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117115_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_117123_c3_g1	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
Sym_117167_c0_g1	0	2	1	0	2	0	0	0	0	0	1	0	2	1	2	0	2	0	0	2	0	1	1	0	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	3	1	0	0	1	0	0
Sym_117230_c3_g6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117239_c3_g1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
Sym_117258_c1_g3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_117261_c4_g4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0
Sym_117295_c0_g1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_117295_c0_g2	0	3	6	1	0	4	3	3	3	0	2	1	0	1	1	2	7	0	2	3	2	4	3	3	0	0	0	4	1	1	6	3	3	0	0	0	0	0	0	0	2	9	0	5	1	3	0
Sym_117295_c0_g3	0	22	4	3	5	5	8	14	0	6	14	5	1	5	8	2	12	16	22	23	2	16	21	10	2	0	0	13	15	1	15	7	19	0	0	1	0	0	1	0	10	9	0	17	11	9	4
Sym_117295_c0_g4	0	8	1	1	0	1	2	2	2	2	1	3	3	1	3	2	1	1	11	2	1	2	8	4	0	0	0	3	6	1	3	3	8	0	0	0	0	0	1	0	1	9	1	4	3	6	2
Sym_117295_c0_g5	0	31	17	7	18	14	18	21	14	10	14	20	14	8	29	1	41	24	26	26	6	29	21	44	1	0	4	18	19	15	33	3	46	1	0	5	0	0	7	1	15	31	1	35	13	14	11
Sym_117295_c0_g6	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	2	0	1	2	1	0	0	2	0	0	0	2	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	2	0	4	0
Sym_117295_c0_g7	2	25	13	8	20	6	10	18	11	6	20	5	13	4	15	9	21	14	26	19	7	19	18	17	3	1	0	16	25	8	24	3	31	2	1	0	0	0	3	4	7	32	0	32	11	21	10
Sym_117309_c3_g1	0	1	1	1	3	2	2	0	3	0	0	2	1	1	3	0	0	0	1	1	1	0	0	5	0	0	0	0	1	1	2	1	3	0	0	0	0	0	0	0	3	2	0	2	0	1	1
Sym_117309_c3_g2	0	28	12	5	17	3	3	19	5	3	8	11	14	5	8	3	17	15	20	11	7	18	25	14	0	2	4	10	14	9	9	10	30	2	1	1	0	0	3	0	10	23	0	24	13	8	5
Sym_117310_c2_g1	0	1	0	0	3	0	0	1	0	0	0	0	1	1	1	0	1	0	4	1	4	1	1	0	0	0	0	0	3	5	2	1	2	1	2	0	0	0	0	0	1	2	0	1	1	0	1
Sym_117310_c2_g4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	7	2	0	2	0	0	0
Sym_117313_c3_g1	0	7	3	1	3	2	2	7	1	1	1	2	3	1	3	1	4	2	3	9	2	3	2	5	1	0	1	7	3	3	1	1	8	1	0	0	0	0	2	0	2	2	0	11	2	1	0
Sym_117318_c2_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Sym_117322_c0_g2	0	8	4	3	11	3	1	8	6	1	0	6	6	1	2	2	4	3	3	6	0	7	2	5	0	2	1	5	4	3	4	3	14	0	1	0	1	0	3	0	1	9	0	8	1	0	0
Sym_11732_c0_g1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Sym_117342_c6_g1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117342_c6_g4	0	1	1	1	2	1	0	3	2	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sym_117355_c0_g1	1	20	5	2	5	6	4	4	3	1	8	3	5	0	5	0	9	6	5	2	2	9	8	6	1	0	0	2	6	1	12	1	12	1	0	0	0	0	3	1	5	5	0	9	7	4	1
Sym_117360_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_117360_c2_g1	0	3	0	0	1	0	0	3	2	0	2	0	2	0	0	0	0	1	1	2	0	3	3	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0
Sym_117373_c6_g2	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	1	1	0	2	0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	1
Sym_117387_c6_g1	1	3	2	0	2	1	0	0	1	1	0	2	0	0	2	0	4	2	1	1	1	0	0	3	0	0	0	1	1	0	2	1	5	1	2	1	1	0	1	1	2	1	0	1	4	0	0
Sym_117396_c0_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sym_117396_c0_g3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_11739_c0_g1	0	3	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117418_c1_g1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0
Sym_117418_c3_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117444_c0_g1	3	128	57	20	68	43	53	93	43	33	72	54	28	19	95	15	134	70	110	68	27	83	85	87	5	5	12	83	72	28	67	22	155	11	1	10	1	1	17	0	75	114	5	115	61	43	41
Sym_11746_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Sym_117491_c0_g1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sym_117552_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117556_c0_g4	0	2	1	0	2	2	0	1	2	0	0	1	0	1	0	0	1	1	1	0	1	0	3	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
Sym_117588_c1_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117599_c3_g1	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	1	2	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Sym_117599_c3_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117601_c0_g1	0	2	1	1	1	3	2	3	1	0	0	3	3	1	1	0	2	3	2	1	0	3	6	0	0	0	0	1	4	1	1	0	3	0	0	0	0	0	0	0	2	5	0	2	0	1	0
Sym_117613_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117615_c8_g2	0	10	7	2	7	1	0	6	2	3	8	2	8	2	6	1	8	3	14	8	1	4	3	7	1	0	0	5	9	3	5	4	9	0	1	0	0	0	0	0	5	3	0	9	1	3	1
Sym_117637_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117637_c1_g8	0	6	3	1	1	5	5	10	0	2	2	2	2	0	3	2	3	1	4	5	0	1	3	2	0	1	0	0	1	0	3	2	4	0	0	0	0	0	0	0	1	5	0	3	2	3	1
Sym_117658_c4_g1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_117671_c0_g1	0	2	2	0	0	1	0	0	0	0	0	2	2	0	2	0	3	1	2	1	0	1	1	3	0	0	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	3	0	0	1	1	0
Sym_117687_c2_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117703_c1_g1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_117709_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_117709_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117747_c2_g1	0	1	4	2	1	1	2	2	0	0	3	3	3	2	2	0	1	4	4	6	1	1	6	2	0	0	0	5	2	1	8	1	0	0	0	0	0	0	2	0	2	1	0	5	1	3	2
Sym_117760_c6_g1	0	12	4	9	6	4	8	11	4	4	8	6	5	1	8	0	15	9	17	6	3	6	10	4	0	0	3	15	7	4	6	2	16	1	0	2	0	1	1	1	3	12	0	27	7	9	5
Sym_117838_c4_g1	0	3	0	2	3	0	1	2	1	0	1	2	1	0	3	0	5	2	6	2	0	3	3	4	0	0	0	0	1	0	2	2	8	1	0	0	0	0	0	0	4	0	0	2	2	5	0
Sym_117890_c4_g2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sym_117890_c4_g5	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_117890_c4_g6	0	4	1	1	1	1	2	3	2	1	1	0	1	0	4	0	4	2	1	4	1	2	1	2	0	1	0	2	5	1	2	1	6	1	0	1	0	0	1	0	1	1	0	2	2	2	1
Sym_117890_c4_g7	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117890_c4_g8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Sym_117890_c5_g3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Sym_117916_c3_g2	0	3	3	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	3	0	2	0	1	0
Sym_117916_c3_g3	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Sym_117929_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Sym_117929_c4_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_117960_c0_g2	0	12	8	5	6	6	16	8	6	5	9	3	7	5	3	6	14	9	12	9	2	5	13	7	1	1	2	6	10	4	11	7	13	0	1	2	0	0	4	0	7	14	0	7	4	12	4
Sym_117960_c0_g3	3	55	17	5	38	17	10	17	11	7	28	24	12	4	20	9	41	23	29	20	12	23	19	31	0	3	3	17	12	21	27	11	59	5	0	3	0	0	6	1	29	52	2	29	15	12	11
Sym_117966_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_117966_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118026_c4_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Sym_118026_c5_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118081_c2_g1	0	0	0	1	0	0	1	2	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	1	0	0	1	0	6	0	2	0
Sym_118090_c1_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Sym_118118_c0_g1	0	3	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	2	1	0	1	0	4	0	0	0	0	0	0	0	2	1	0	0	2	0	0
Sym_118130_c1_g1	0	1	0	1	4	1	0	3	1	0	2	2	1	0	0	0	3	2	2	2	1	3	2	1	0	0	1	0	1	1	3	0	7	0	0	0	0	0	0	0	0	1	0	3	0	0	1
Sym_118133_c3_g1	0	0	1	1	10	3	3	3	7	0	3	5	3	3	9	1	10	9	11	4	3	7	6	11	0	0	1	9	6	1	10	3	17	1	0	0	0	0	3	0	8	9	0	7	3	2	7
Sym_118140_c4_g1	0	0	1	1	1	0	0	2	1	1	2	0	2	0	1	1	0	1	2	1	2	0	3	1	0	0	0	0	2	0	2	1	3	0	0	0	0	0	1	0	0	1	0	2	2	0	0
Sym_118143_c0_g3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	2	0	0	2	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Sym_118148_c4_g1	0	3	1	3	8	2	2	2	1	1	2	1	7	0	1	1	1	1	4	3	1	1	2	3	0	0	0	1	0	5	2	1	9	0	0	0	0	0	0	0	0	3	0	3	4	3	1
Sym_118152_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_118156_c1_g2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	2	1	2	0	0	0	2	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0
Sym_118173_c0_g1	0	10	2	5	4	3	5	9	2	4	11	2	3	7	3	2	7	9	12	8	2	9	11	1	1	1	2	13	13	4	16	4	6	2	1	1	0	0	1	0	4	4	1	10	3	4	2
Sym_118178_c0_g1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Sym_118195_c3_g1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	2	1	0
Sym_118206_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_118211_c0_g1	0	4	2	0	5	2	5	4	2	1	6	4	1	0	0	0	0	0	7	4	0	8	3	4	1	0	1	3	6	1	9	1	6	1	0	1	0	0	2	0	5	4	0	8	3	3	0
Sym_118222_c0_g1	0	2	2	2	5	1	2	3	0	1	2	2	0	1	3	1	6	2	1	1	1	2	7	4	0	1	0	5	2	3	3	0	7	0	0	0	0	0	1	0	4	3	0	7	0	3	1
Sym_118243_c5_g1	0	6	0	0	4	2	3	2	3	0	2	1	5	1	0	1	7	1	3	2	0	4	2	8	0	0	1	1	2	1	3	3	6	1	4	2	1	1	0	1	3	3	1	3	0	5	0
Sym_118252_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118254_c4_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_11825_c0_g1	0	1	0	0	0	2	1	1	0	1	0	0	1	0	2	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
Sym_118275_c1_g1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	4	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118284_c5_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118306_c3_g1	0	2	2	0	2	1	0	3	2	3	1	0	1	0	8	1	1	0	1	1	0	2	2	0	0	0	0	2	6	2	4	1	2	1	0	0	0	0	0	0	0	1	1	6	1	1	0
Sym_118307_c1_g1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
Sym_118320_c8_g1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
Sym_118341_c1_g2	0	85	27	14	46	30	37	51	37	28	41	17	16	16	43	9	77	51	106	58	11	40	47	58	3	2	4	58	67	22	33	9	101	6	4	9	0	1	5	0	36	87	3	45	35	19	30
Sym_118341_c1_g3	0	23	4	4	14	9	11	12	9	13	11	4	12	3	5	3	19	11	21	12	2	10	13	15	0	0	3	11	11	3	8	6	27	1	0	0	0	0	0	0	8	13	1	1	5	3	3
Sym_118341_c1_g6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Sym_118361_c0_g1	0	5	5	2	5	3	2	1	2	1	1	1	2	0	3	0	4	2	3	5	2	0	2	3	0	0	1	3	4	3	3	3	9	0	0	0	0	0	0	0	1	1	0	1	0	1	3
Sym_118361_c2_g1	0	8	3	2	0	1	4	5	0	2	3	1	5	2	2	0	3	0	2	6	1	0	1	3	0	0	0	3	0	1	2	2	7	1	0	0	0	0	0	0	1	5	0	6	2	5	2
Sym_118383_c0_g1	0	2	1	1	1	1	1	0	0	0	1	1	4	0	1	0	1	0	1	0	0	1	1	2	0	0	0	1	0	1	4	1	3	0	0	0	0	0	0	0	1	4	0	3	0	3	0
Sym_118388_c0_g1	0	2	3	1	6	0	1	3	1	2	1	0	2	0	3	0	1	3	0	1	0	0	2	1	0	0	0	2	5	0	2	2	3	0	0	0	0	0	0	0	1	0	0	3	1	5	0
Sym_118404_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_118407_c3_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_118478_c4_g1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
