	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
BPSG_21695	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_21704	26	29	28	17	18	12	18	16	9	16	25	26	17	22	23	25	23	12	18	11	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	
BPSG_21705	41	39	47	18	37	14	34	24	20	22	37	41	23	63	41	49	52	21	50	18	0	1	1	2	3	3	2	0	3	0	0	2	1	1	3	0	0	0	1	2	1	0	1	5	0	0	0	0	2	2	2	1	3	0	0	0	0	0	0	0	4	3	0	2	0	1	1	
BPSG_21712	100	124	102	68	77	42	74	50	65	68	184	104	79	89	87	109	90	47	116	65	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	7	2	0	2	1	0	0	
BPSG_21714	148	198	183	92	130	72	120	80	110	130	181	213	189	262	199	280	286	151	334	160	0	8	4	3	11	3	1	8	6	1	0	6	6	1	2	2	4	3	3	6	0	7	2	5	0	2	1	5	4	3	4	3	14	0	1	0	1	0	3	0	1	9	0	8	1	0	0	
BPSG_21726	1	4	2	0	1	1	0	2	2	5	11	12	1	2	0	1	2	3	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
BPSG_21731	128	108	98	101	109	42	76	60	81	87	129	102	141	110	118	130	129	72	157	103	0	12	6	2	2	4	1	4	3	1	1	0	3	1	4	0	3	3	1	7	0	3	3	2	0	0	0	1	7	0	3	4	4	0	0	0	0	0	0	0	3	4	0	6	0	3	0	
BPSG_21753	3	2	3	3	3	2	0	1	3	2	2	3	2	5	3	2	1	1	3	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
BPSG_21763	32	27	27	14	16	15	18	8	18	19	35	45	26	27	27	22	24	14	20	21	0	1	1	2	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	
BPSG_21782	303	259	250	183	230	152	146	125	104	194	261	283	231	232	209	245	220	125	239	138	1	7	2	3	5	7	3	13	7	7	6	2	4	5	2	2	4	2	13	12	1	7	5	7	1	2	2	5	10	6	2	4	10	2	7	2	4	2	4	2	4	6	1	11	2	2	3	
BPSG_21829	57	49	53	52	49	36	35	28	29	29	51	63	48	66	46	76	62	48	60	33	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	2	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
BPSG_21830	69	82	63	66	55	41	50	53	14	35	53	59	123	88	103	99	89	64	118	86	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	
BPSG_2184	2	1	0	0	0	2	0	0	0	2	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	
BPSG_21891	19	20	18	11	15	7	11	14	13	12	18	19	14	21	15	14	16	14	12	8	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
BPSG_21930	10	9	5	10	5	9	6	4	7	5	11	10	3	15	7	11	8	7	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_21969	4	6	2	3	3	4	4	3	1	4	4	6	1	4	2	2	3	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_21983	75	54	65	30	62	27	46	25	31	51	69	68	77	98	61	92	82	46	84	40	2	162	72	185	112	219	144	168	90	276	120	189	51	202	181	165	203	162	226	218	111	182	218	86	56	208	131	97	167	102	143	130	105	240	421	111	196	227	197	272	151	75	79	129	79	129	67	
BPSG_2199	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_21999	8	7	3	10	5	4	6	4	5	7	10	0	5	9	3	3	2	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_220	13	13	6	12	3	4	6	8	11	15	11	21	7	10	5	9	8	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22001	0	4	1	1	1	0	2	0	2	0	1	0	4	6	2	3	2	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_2201	31	46	38	29	39	19	27	25	36	27	48	59	39	38	35	46	54	19	58	23	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	3	1	1	0	0	0	2	2	0	0	0	1	1	0	2	1	5	0	0	0	0	0	0	0	1	2	0	1	1	0	1	
BPSG_22023	15	15	17	9	11	9	8	4	3	12	15	31	12	15	15	16	17	7	11	14	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	
BPSG_22052	68	79	68	53	51	49	43	35	21	40	53	53	59	71	51	85	109	44	68	52	1	8	0	0	1	1	2	3	1	2	1	3	1	0	4	0	3	2	1	2	1	0	2	1	0	1	1	2	3	0	1	0	6	0	0	0	0	0	0	0	2	2	1	2	0	5	5	
BPSG_22055	3	5	6	2	1	0	3	1	2	2	1	5	2	6	1	1	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_2206	3	1	1	1	0	3	0	1	6	5	13	19	0	0	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22075	2	2	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22078	95	135	123	64	75	53	75	50	61	81	136	124	54	66	50	75	63	37	67	45	0	6	0	0	0	4	2	3	0	2	0	1	2	1	1	1	5	4	3	4	1	7	5	1	0	0	0	2	1	0	3	2	4	0	0	0	0	0	0	0	3	0	0	3	2	5	0	
BPSG_22090	44	49	47	31	23	21	25	23	27	30	58	28	34	50	38	46	49	18	44	41	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
BPSG_22098	15	20	14	7	11	4	5	8	8	9	9	12	8	16	11	16	20	6	16	11	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
BPSG_22102	61	87	74	35	49	39	39	39	30	26	57	39	45	66	44	59	64	45	63	34	0	3	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	
BPSG_22106	1	2	1	0	0	0	1	0	0	3	1	2	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22113	0	0	0	0	1	0	1	1	1	7	8	4	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22150	210	182	220	132	152	100	143	99	75	111	184	170	189	229	183	233	232	121	260	143	3	11	3	3	6	4	6	5	1	4	4	4	3	5	12	3	11	9	20	11	3	9	10	9	1	6	2	7	7	7	17	4	14	0	7	6	6	2	6	3	8	14	3	14	7	5	5	
BPSG_22153	93	91	80	70	54	40	51	54	31	51	50	62	75	75	75	83	69	43	80	63	0	2	0	0	3	0	0	0	2	1	1	1	0	1	2	0	3	2	2	1	0	0	4	3	0	0	0	1	1	1	1	2	2	1	0	0	0	0	0	0	1	2	0	4	0	3	1	
BPSG_22154	36	23	23	15	12	11	8	9	15	21	46	43	14	16	9	18	14	14	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
BPSG_22175	2	2	3	2	0	2	0	1	1	1	3	2	1	1	1	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22191	56	34	40	27	32	16	22	22	28	31	54	44	28	37	37	39	43	26	44	27	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	
BPSG_2222	0	1	0	0	0	3	0	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22273	167	166	161	85	111	70	97	77	58	88	155	133	101	143	110	146	160	68	154	80	0	5	11	2	3	6	2	4	4	0	7	2	6	1	2	1	11	2	9	5	2	5	7	2	0	0	0	4	2	2	6	3	7	1	0	0	0	0	1	0	10	10	0	7	5	5	2	
BPSG_22293	0	1	3	0	0	0	2	2	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22340	147	151	167	80	144	71	114	73	62	110	167	150	45	141	104	153	146	65	138	114	0	4	3	0	3	1	1	5	1	1	2	1	5	2	4	0	4	3	2	2	1	6	6	7	0	0	0	5	4	2	3	1	11	0	0	0	0	0	0	0	6	8	0	8	2	7	0	
BPSG_22377	1	0	0	1	0	1	0	0	1	0	1	1	0	3	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_2239	0	4	3	0	4	2	2	0	2	3	3	3	2	1	2	1	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_2242	412	394	344	189	251	153	162	148	132	206	295	316	422	456	366	452	457	211	463	241	0	19	5	2	7	6	3	12	4	0	9	1	2	2	4	0	17	2	12	7	3	11	8	7	2	0	0	11	8	1	6	3	14	0	0	0	0	0	0	0	6	6	0	16	2	1	6	
BPSG_22420	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22441	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22450	67	92	88	44	60	41	40	44	57	52	121	90	40	48	34	53	53	30	52	43	0	2	1	3	0	0	1	3	0	1	2	1	1	1	1	1	1	0	5	7	0	3	3	2	0	0	0	0	3	3	3	3	1	0	0	0	0	0	0	0	0	3	0	4	0	2	0	
BPSG_22464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_2248	82	95	79	38	59	30	41	34	30	36	47	70	58	87	71	97	68	47	88	46	0	2	2	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	2	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	
BPSG_22538	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22546	72	76	58	45	52	20	31	31	23	39	64	62	87	80	76	90	65	36	92	32	0	6	3	1	0	1	1	1	2	2	4	1	0	0	1	0	0	1	3	5	0	4	5	0	0	0	1	2	3	1	4	0	5	1	0	0	0	0	0	0	3	2	0	6	2	2	0	
BPSG_22556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	3	5	1	3	4	4	7	0	0	2	0	7	1	19	10	9	8	1	3	3	2	1	9	2	1	8	1	3	9	6	8	16	0	13	2	21	11	7	6	8	1	12	
BPSG_22558	0	1	2	1	2	0	2	3	1	4	1	4	1	1	3	4	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22566	35	32	35	13	22	16	18	16	7	17	23	22	17	27	22	30	27	13	35	21	1	1	1	0	1	1	2	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	1	2	1	6	0	0	0	0	0	0	0	0	1	0	2	0	3	0	
BPSG_22592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	27	1	2	7	0	0	
BPSG_22597	52	54	47	25	32	20	26	21	39	47	74	78	31	64	38	38	39	18	41	17	0	4	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	2	2	0	2	0	3	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	
BPSG_22634	0	0	1	0	3	2	2	1	1	1	4	1	1	1	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22653	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	3	4	1	1	5	6	1	10	4	5	4	13	0	9	0	13	7	9	1	3	18	5	6	0	2	0	5	2	3	8	1	0	9	11	3	11	1	7	1	4	4	3	4	6	2	0	
BPSG_22674	158	151	152	101	109	71	70	58	53	73	139	123	127	141	117	139	151	81	140	62	0	5	0	1	4	2	2	8	2	0	1	1	8	1	2	0	3	1	8	3	1	7	3	4	1	0	0	5	7	3	6	3	4	1	6	0	2	0	1	2	1	2	1	3	1	2	0	
BPSG_22677	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22698	7	9	8	3	6	3	8	2	1	3	6	10	5	15	13	11	7	6	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22714	208	203	211	123	161	90	110	82	117	146	218	274	188	196	186	200	170	106	223	114	0	3	3	0	2	5	3	7	1	2	7	5	3	1	5	0	8	5	12	2	2	7	5	5	0	0	1	4	6	2	2	0	6	2	0	0	0	0	1	0	3	7	0	13	1	1	1	
BPSG_22715	1	0	0	1	0	0	2	1	2	7	5	1	0	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22718	92	112	106	66	102	59	73	66	70	93	167	162	85	95	111	103	114	66	115	60	0	4	1	4	8	1	0	2	1	0	2	0	2	1	5	0	2	2	6	0	0	1	1	4	0	1	0	2	2	1	2	1	5	1	1	0	0	0	0	0	0	7	0	3	2	1	0	
BPSG_22724	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22746	77	66	74	59	54	26	45	33	35	51	111	111	72	92	78	88	96	33	80	38	0	2	3	0	4	2	1	2	0	0	4	0	0	2	0	2	4	3	1	5	1	2	3	2	0	0	0	2	2	4	3	3	4	1	1	1	0	0	1	0	2	2	0	4	1	3	0	
BPSG_22749	16	10	11	6	10	3	8	5	5	9	13	13	8	13	7	13	18	5	10	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
BPSG_22769	20	15	12	15	13	8	10	8	11	15	20	26	34	33	24	29	20	19	25	14	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22788	153	152	167	74	120	91	110	79	82	105	164	178	87	162	124	161	145	101	152	102	0	3	5	2	1	1	2	3	4	2	3	2	5	0	4	0	6	4	4	2	0	4	5	2	0	0	0	4	2	5	6	1	9	0	0	0	0	0	0	0	6	11	0	12	1	9	3	
BPSG_22792	222	208	240	119	163	105	116	80	104	169	202	245	143	197	148	208	174	92	198	105	0	4	5	2	2	3	0	3	1	2	3	0	1	1	0	0	5	4	6	3	0	2	4	2	0	0	0	1	7	2	5	1	9	0	0	0	0	0	1	0	3	4	0	9	5	0	1	
BPSG_22797	142	106	78	89	83	47	73	46	45	62	114	114	165	142	128	122	139	94	135	114	0	3	4	1	2	3	3	4	3	2	5	2	0	2	1	0	3	0	4	2	0	3	2	2	0	0	0	5	4	1	2	1	7	0	0	0	0	0	1	0	2	0	1	13	0	2	2	
BPSG_22813	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22829	151	150	162	69	118	73	95	86	55	88	151	176	76	153	99	139	121	65	123	66	0	4	5	1	2	8	19	4	3	2	2	0	2	2	7	0	11	10	14	3	4	9	2	4	4	0	2	23	2	4	18	1	5	4	3	1	1	0	3	1	2	3	8	2	28	7	1	
BPSG_22844	155	144	164	72	110	71	101	81	108	165	202	213	53	109	95	116	118	41	125	65	0	8	0	3	3	0	3	4	2	2	2	0	1	2	3	2	1	1	5	8	1	2	6	6	0	0	0	5	6	0	3	2	6	0	0	0	0	0	1	0	1	4	0	7	1	6	0	
BPSG_22845	63	72	48	45	48	26	40	31	45	70	108	98	87	108	104	88	106	52	98	76	0	3	0	2	2	3	2	6	2	1	1	2	1	0	1	1	3	1	0	4	0	3	3	3	0	0	0	2	2	1	2	1	2	0	1	0	0	0	0	0	1	4	0	4	0	4	0	
BPSG_22852	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	7	0	2	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	22	2	0	4	0	0	
BPSG_22868	38	51	40	29	33	20	25	23	11	17	27	32	27	39	34	51	41	23	31	27	0	1	2	3	1	1	1	1	2	0	3	0	2	0	1	0	0	1	2	3	0	1	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	3	2	0	1	0	2	0	
BPSG_22893	12	24	16	6	11	5	10	8	5	6	8	12	28	26	34	25	27	18	28	7	0	1	2	0	1	0	1	1	0	0	0	1	0	0	1	0	3	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
BPSG_22913	58	69	63	39	46	24	47	34	46	55	100	80	72	100	96	118	112	66	121	76	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	1	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	
BPSG_22930	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_22935	28	38	43	31	28	20	22	22	30	31	45	36	29	27	24	34	25	22	29	16	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	5	3	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	
BPSG_22956	221	200	194	107	153	79	125	89	92	131	233	248	95	170	110	163	162	70	141	93	0	3	3	3	5	4	2	4	2	2	2	2	4	0	2	1	7	3	3	7	1	4	6	2	0	0	0	3	5	0	2	2	3	0	0	0	0	0	1	0	1	2	0	5	0	2	0	
