	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
OARB_16296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	13	2	7	3	40	13	38	35	23	9	32	10	26	46	12	89	65	24	26	74	3	8	18	10	24	37	11	38	24	6	31	141	5	23	40	42	39	15	9	10	82	24	46	6	
OARB_16301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	1	2	0	1	0	2	0	4	1	0	3	2	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	3	0	3	1	2	0	
OARB_16305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	3	4	0	0	1	2	0	2	1	0	1	1	0	1	0	1	1	0	0	1	0	0	2	0	1	0	0	1	5	1	0	2	3	2	0	4	1	3	0	0	0	
OARB_16363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	73	101	47	26	85	84	151	59	70	60	86	43	51	102	37	154	87	246	67	48	168	131	26	35	88	59	93	91	38	109	38	45	159	352	53	179	94	162	109	98	77	92	233	90	101	38	
OARB_16364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	4	0	5	2	6	2	3	6	0	2	1	3	3	8	3	9	3	4	5	9	1	4	6	0	5	10	3	3	1	4	9	23	2	7	7	7	11	2	4	4	13	7	7	1	
OARB_1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	3	0	1	2	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	6	1	0	5	0	1	1	
OARB_16399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	81	176	124	76	163	124	268	105	212	91	143	40	193	127	105	163	105	269	193	113	290	409	77	27	114	42	139	205	118	254	74	72	190	703	69	232	220	218	227	134	80	82	471	142	172	40	
OARB_16402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	76	163	35	50	26	256	35	99	52	59	33	105	52	60	80	39	190	185	36	119	355	30	4	80	22	50	163	45	90	83	33	99	596	11	64	152	55	142	42	53	36	488	54	228	12	
OARB_16421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	28	34	8	19	18	87	15	89	35	41	12	19	24	18	37	21	51	57	13	56	113	18	5	36	14	19	41	17	49	12	13	30	183	8	36	46	41	55	31	21	17	128	32	45	5	
OARB_16441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	3	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	
OARB_1646	5	4	2	8	4	1	2	9	5	3	6	0	1	0	6	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_16489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	177	205	185	130	172	152	394	223	254	143	302	89	239	317	162	419	225	459	391	169	434	535	187	47	185	136	220	336	182	482	151	157	262	870	127	266	256	264	305	200	233	177	678	163	284	106	
OARB_16546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	2	2	0	12	2	6	4	3	4	3	7	4	8	8	13	9	6	6	16	4	0	11	4	8	6	2	6	4	4	2	28	4	12	3	7	7	3	3	9	6	11	4	4	
OARB_16548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	1	1	0	0	1	0	1	1	1	1	1	1	3	0	2	2	0	0	2	0	0	2	0	0	2	0	1	5	0	0	1	4	0	4	5	0	7	0	1	0	
OARB_16561	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	26	25	13	10	28	30	25	26	28	23	20	18	14	49	15	40	30	45	31	12	46	37	17	4	22	18	35	22	18	64	11	12	17	65	12	42	20	27	21	15	32	16	38	18	25	17	
OARB_16566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	28	30	7	8	6	42	10	10	2	15	3	9	18	3	12	10	13	8	4	9	16	2	3	19	10	2	4	4	16	2	7	5	28	5	5	8	10	5	9	13	4	34	4	11	4	
OARB_16576	63	76	102	27	60	20	49	34	39	39	39	61	75	67	69	71	70	31	133	64	8	59	118	176	69	78	56	280	80	195	69	109	81	164	140	87	115	77	231	263	55	192	426	59	22	133	54	109	270	56	181	119	53	93	790	46	120	247	112	187	77	117	70	456	71	241	24	
OARB_1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	6	2	5	9	11	9	11	2	11	0	13	36	5	22	5	19	15	5	6	6	1	1	13	9	6	9	9	8	1	5	3	29	12	8	21	5	16	11	30	3	17	7	5	10	
OARB_16605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	17	2	13	16	66	17	37	5	9	9	80	40	23	42	10	24	29	4	33	36	13	7	85	10	6	19	2	12	6	2	34	152	9	52	109	32	96	33	13	13	32	4	22	4	
OARB_16621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25	110	82	49	181	132	182	59	210	83	98	87	130	204	67	136	111	155	160	112	241	241	44	17	116	33	80	149	53	273	57	43	135	466	72	145	131	204	115	104	93	78	379	91	102	51	
OARB_16622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	1	3	4	7	1	3	0	0	0	1	4	5	7	4	2	3	1	2	4	1	0	11	1	3	4	1	2	1	4	3	7	3	1	3	5	3	2	8	7	3	3	2	1	
OARB_16630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	0	6	1	0	1	1	0	0	3	0	2	0	2	3	0	4	4	2	0	1	0	0	3	0	2	2	1	0	7	0	0	1	0	4	1	1	0	1	1	1	0	
OARB_16652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	1	4	1	2	6	1	2	2	1	9	1	2	5	8	2	2	5	11	2	0	9	2	2	10	3	8	1	2	3	10	0	5	3	7	7	2	7	1	10	2	6	1	
OARB_16658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	1	0	9	0	2	1	0	1	3	2	0	5	0	6	0	0	0	2	0	1	1	0	2	1	0	6	1	4	1	6	0	1	2	3	1	1	0	0	5	1	1	1	
OARB_16694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	10	6	20	2	1	1	1	2	6	7	2	10	0	9	5	4	2	6	20	10	5	1	2	1	11	4	4	20	3	2	7	11	1	9	3	8	5	6	8	6	4	2	4	2	
OARB_16713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	45	22	10	21	17	54	37	13	18	32	6	15	43	7	50	20	67	37	14	34	60	14	3	28	15	19	32	16	30	18	21	20	106	9	27	20	26	18	29	48	12	87	15	50	13	
OARB_16726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	10	0	6	2	0	0	2	1	4	0	0	0	2	0	0	16	0	0	8	0	0	8	0	0	2	0	0	24	0	1	1	0	5	0	1	0	33	1	8	0	
OARB_16727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	2	0	0	0	0	0	3	1	3	1	3	1	1	0	1	0	0	0	0	0	0	0	3	0	1	1	1	1	2	0	0	0	3	0	1	2	3	0	0	
OARB_16735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	26	32	14	17	13	21	12	26	21	17	6	21	42	11	62	13	78	46	19	22	42	8	7	26	17	13	36	16	40	23	21	33	107	18	35	31	29	21	25	24	17	56	22	34	12	
OARB_16741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	3	0	3	0	1	0	3	0	1	0	0	1	3	0	0	2	0	0	3	0	1	4	1	0	0	0	0	3	2	4	4	1	0	0	4	0	13	0	0	0	
OARB_16798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	1	0	1	6	4	1	0	2	3	2	2	6	4	4	3	1	2	9	3	0	5	2	4	8	4	5	3	2	3	14	1	3	4	1	1	4	2	1	8	2	3	0	
OARB_16817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	4	3	4	7	0	6	9	12	5	10	9	6	5	6	8	9	3	5	10	3	3	1	0	1	6	3	8	3	3	1	6	3	3	2	1	1	1	3	2	2	0	1	2	
OARB_16822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	179	121	155	99	154	135	223	91	301	205	218	33	142	171	171	242	153	303	257	140	250	220	105	89	234	128	181	222	85	192	116	170	142	423	135	195	162	184	210	163	219	104	216	275	173	126	
OARB_16837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	1	2	0	0	0	3	1	0	0	1	0	0	1	1	0	2	0	0	0	0	0	5	0	0	1	1	0	0	1	0	4	3	3	0	
OARB_16839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	5	0	9	4	14	2	3	3	7	2	1	10	1	9	3	12	6	3	9	9	2	0	6	5	4	6	2	11	4	5	2	22	1	5	1	2	3	8	6	1	7	4	4	4	
OARB_16862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	33	4	5	5	19	4	9	0	23	18	3	5	24	4	63	23	28	1	13	22	2	8	3	8	16	4	4	4	4	1	3	23	22	8	27	3	25	6	23	15	3	4	41	6	10	
OARB_16867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	1	3	2	0	4	5	0	2	1	0	3	1	9	2	0	5	2	0	1	2	0	0	1	0	0	2	0	2	2	0	3	1	2	1	1	0	1	5	3	3	0	
OARB_16874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	
OARB_16879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	32	83	29	43	12	70	36	39	23	52	36	15	46	14	53	14	67	29	11	65	73	60	8	66	25	28	43	12	44	20	39	44	208	27	83	78	70	59	95	36	18	134	19	44	21	
OARB_16886	1	2	1	0	0	3	2	0	1	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	
OARB_16915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	1	1	6	2	0	0	1	0	2	1	0	1	1	2	2	2	0	3	0	0	1	0	0	7	2	3	1	0	1	5	0	2	3	0	0	0	1	1	4	0	2	0	
OARB_16943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	4	0	3	1	3	1	4	0	2	0	3	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	8	1	4	1	4	0	1	1	3	1	1	0	1	
OARB_1696	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_16965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	5	3	11	6	9	2	5	9	14	4	6	10	2	9	2	11	2	3	15	8	2	0	4	6	5	3	5	6	4	6	4	20	0	5	3	7	8	8	4	4	16	3	8	1	
OARB_16971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	1	1	4	25	13	7	13	28	14	1	2	7	4	16	15	5	5	2	24	3	4	5	3	3	11	1	3	11	1	1	17	44	6	18	9	26	7	7	9	7	6	22	4	10	
OARB_16978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	2	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	1	1	6	0	2	0	
OARB_16990	1	10	7	5	2	6	5	3	3	6	0	7	5	5	7	9	1	6	2	10	0	6	0	1	0	4	2	2	0	2	1	1	0	0	3	1	2	3	2	1	1	1	2	0	1	6	0	0	3	0	1	0	0	0	2	2	5	0	3	1	2	1	2	2	1	0	4	
OARB_17054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	13	1	5	2	17	4	7	9	2	0	6	2	4	4	5	6	11	2	4	17	0	0	10	6	4	15	1	10	4	1	12	45	2	15	36	5	22	5	3	2	35	4	12	1	
OARB_17055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	14	33	3	14	8	33	4	77	9	19	4	18	16	17	20	8	32	30	7	8	40	8	1	22	6	22	44	9	32	20	6	10	160	1	26	23	16	37	10	14	10	131	17	35	2	
OARB_17070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	34	59	44	40	60	55	109	35	56	34	79	20	42	101	38	102	63	126	78	53	89	126	33	19	45	30	54	64	40	113	35	43	65	234	42	99	64	90	68	60	90	68	164	50	66	36	
OARB_17087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	21	6	7	13	2	2	9	5	5	6	12	6	6	3	14	4	14	11	5	20	17	0	3	5	2	12	6	7	29	7	11	8	48	4	16	14	7	13	11	8	4	28	5	17	2	
OARB_17104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	2	2	0	5	3	0	2	3	1	5	1	2	2	5	2	3	4	2	3	0	0	1	1	0	2	6	1	2	3	1	1	5	3	1	0	3	1	1	6	1	3	1	
OARB_17151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_17190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	3	7	2	6	7	1	6	8	3	0	3	1	11	5	1	0	0	13	11	12	2	0	4	9	2	5	11	1	3	5	10	0	5	2	4	4	6	2	0	2	2	1	0	
OARB_17195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	42	15	28	12	31	6	50	21	2	12	34	8	18	33	41	8	16	2	29	63	2	6	40	7	34	47	4	52	28	11	20	80	8	8	54	18	24	5	12	9	88	10	18	1	
OARB_1722	58	41	58	61	50	40	60	56	37	48	60	6	21	56	49	29	22	43	37	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_17224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	1	0	0	0	0	0	1	0	1	1	2	1	0	2	1	0	0	0	0	0	2	0	4	0	1	1	2	0	1	0	0	2	3	2	1	1	0	1	0	
OARB_17287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	1	0	2	0	5	2	1	0	3	3	1	5	3	2	0	1	2	4	3	0	2	0	1	1	3	2	2	0	1	10	1	2	4	0	1	0	0	1	6	0	2	0	
OARB_17308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	1	3	6	11	2	12	6	13	1	14	16	7	17	9	14	17	8	13	17	3	1	13	6	10	15	6	6	3	4	4	43	11	11	6	12	7	12	4	2	10	10	7	1	
OARB_1736	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_1737	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_17398	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	21	233	204	93	119	275	335	178	180	172	215	275	84	94	351	88	396	333	453	174	161	373	201	168	105	181	234	265	208	150	392	68	213	351	480	282	492	136	516	226	337	322	293	281	325	127	189	
OARB_17490	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	6	4	2	6	4	2	2	4	0	3	10	1	13	1	6	2	4	6	6	2	0	4	1	3	7	2	7	4	2	4	22	0	3	4	9	2	4	9	1	11	6	5	4	
OARB_17497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	21	6	10	9	24	14	17	9	13	6	9	18	0	20	17	29	20	16	20	18	4	8	26	11	8	10	4	19	5	10	14	51	12	27	8	19	17	19	11	10	31	6	21	7	
OARB_17521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	27	17	6	10	10	37	25	9	7	12	7	6	26	5	26	5	28	15	14	19	32	8	1	12	3	6	14	10	18	8	4	14	42	9	12	14	14	8	8	20	11	60	7	24	8	
OARB_1753	6	5	13	4	6	1	6	5	4	6	16	10	3	1	8	10	14	6	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	
OARB_17553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	19	20	12	25	24	33	26	26	32	16	18	20	36	15	56	22	74	22	26	57	60	24	8	19	12	23	26	19	70	19	18	31	97	19	38	30	28	23	41	37	35	50	28	37	12	
OARB_17567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	4	3	1	1	1	0	3	0	6	3	6	0	1	1	2	1	0	0	0	2	2	0	0	1	1	1	5	0	1	2	2	0	2	2	2	4	3	0	0	
OARB_17578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	2	7	0	5	1	3	3	5	0	2	4	0	1	1	2	2	1	0	10	2	0	0	2	1	1	2	3	1	1	0	3	1	5	3	2	0	0	0	0	2	5	3	1	
OARB_17663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	12	2	10	7	35	10	14	4	11	2	21	4	8	21	15	23	29	1	16	18	7	2	20	6	17	17	9	15	12	10	15	65	5	37	26	22	22	18	13	11	60	12	13	6	
OARB_17672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	19	25	3	7	19	76	12	35	18	17	7	24	22	25	28	15	29	35	3	61	214	9	1	48	7	15	38	10	25	13	9	20	57	6	20	17	19	19	7	12	5	108	15	48	9	
OARB_17701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	9	1	14	14	17	8	17	4	10	6	11	24	6	19	12	29	15	10	8	21	3	3	6	4	12	11	0	21	5	10	22	55	6	26	18	23	22	11	16	5	18	8	16	3	
OARB_1771	6	2	2	3	3	3	2	2	0	0	1	0	1	2	5	1	2	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OARB_17745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	4	4	4	2	1	4	5	1	1	4	6	1	7	4	8	2	3	4	0	2	1	2	0	1	3	4	6	0	1	3	12	0	1	2	1	5	3	9	2	5	2	9	2	
OARB_17765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	56	9	27	9	95	15	41	15	26	3	12	15	35	54	28	42	54	11	34	124	10	1	64	12	20	74	23	34	48	25	11	59	12	27	12	16	23	24	18	20	108	18	22	8	
OARB_17771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	1	3	1	0	1	0	2	0	2	1	0	1	1	2	2	6	2	0	1	5	1	0	0	0	2	1	1	4	2	1	1	9	2	6	1	5	1	0	2	0	1	2	1	3	
OARB_17800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	13	7	9	8	13	14	3	4	8	22	7	10	35	3	35	10	32	13	13	13	6	1	2	4	11	11	6	2	19	1	4	14	22	13	15	9	13	7	10	23	15	42	9	12	10	
OARB_17807	14	5	19	3	9	5	6	6	2	3	5	6	9	11	10	10	10	3	8	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
OARB_17857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	12	5	6	1	8	5	6	3	9	8	3	9	11	11	18	9	19	10	8	16	15	5	3	10	8	10	8	8	17	6	10	4	32	3	12	11	4	9	8	14	5	12	10	9	3	
OARB_17894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5	5	6	9	11	9	6	4	9	3	8	10	2	14	10	23	17	9	28	23	5	2	6	4	8	10	3	12	3	3	10	21	0	8	4	8	4	8	11	7	25	5	12	4	
OARB_17919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	1	1	0	3	0	1	3	1	0	1	0	7	0	3	2	2	3	2	1	0	3	1	1	0	2	3	0	2	3	6	1	2	0	2	0	3	1	0	2	1	1	0	
OARB_17930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	3	8	1	5	14	16	6	4	29	1	2	27	2	17	3	14	3	3	14	8	13	2	7	9	11	8	7	13	2	14	7	19	5	16	6	9	12	10	17	4	15	2	2	14	
OARB_18001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	8	2	9	3	13	2	7	5	17	2	5	9	7	17	11	27	14	4	16	20	7	0	16	16	8	12	7	11	15	6	8	18	3	10	6	4	6	6	10	6	22	4	12	3	
OARB_18008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	3	9	2	1	2	0	2	7	0	0	6	0	6	0	6	0	6	2	5	0	1	3	1	5	4	0	5	0	1	0	3	0	7	3	2	1	4	9	5	6	2	3	3	
OARB_18020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	107	101	39	78	18	167	68	68	82	93	57	47	89	32	137	52	170	79	59	122	165	55	11	58	36	92	111	72	130	74	61	113	337	27	71	119	73	95	82	86	51	321	63	170	16	
