	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Oarb_108167_c3_g1	0	0	0	1	1	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Oarb_108167_c4_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Oarb_108175_c0_g2	0	1	6	8	1	11	2	3	4	0	2	4	1	1	1	0	16	1	20	9	9	6	1	7	0	4	3	1	0	1	2	1	4	4	0	1	3	2	3	0	1	13	7	14	4	6	11
Oarb_108178_c0_g1	0	2	1	12	0	4	2	20	1	10	2	0	0	8	0	16	4	2	10	16	0	2	59	0	1	9	0	1	3	3	2	0	0	1	56	0	2	1	5	3	0	0	2	33	1	4	0
Oarb_108183_c1_g1	0	8	26	11	8	5	9	7	14	4	8	22	9	5	8	2	31	8	26	10	11	24	19	10	3	15	8	17	5	5	21	6	9	19	38	10	19	13	16	8	15	24	9	24	8	18	4
Oarb_108184_c0_g1	0	1	1	2	2	2	2	3	1	6	0	1	0	3	1	1	3	2	4	5	1	3	5	0	1	1	1	0	2	2	0	3	0	8	17	1	4	5	6	9	1	2	2	2	2	0	1
Oarb_108198_c6_g2	0	8	11	4	6	5	4	14	8	13	6	14	2	4	22	7	20	12	16	4	7	9	12	2	3	25	9	10	9	1	18	6	7	5	32	14	18	8	13	10	12	17	4	28	4	11	9
Oarb_108202_c3_g1	0	2	10	4	6	6	6	6	11	0	3	3	1	2	6	0	3	2	13	7	2	16	7	7	1	1	3	8	8	11	9	4	5	7	12	1	5	1	5	7	6	5	10	12	3	2	2
Oarb_108209_c0_g1	0	2	4	1	0	3	0	4	3	2	1	4	0	4	5	2	7	4	7	4	4	1	4	0	3	2	0	7	2	1	9	1	1	4	15	0	1	6	2	2	2	3	0	10	4	4	2
Oarb_108219_c4_g1	1	4	25	13	5	13	3	9	9	6	0	4	11	5	10	0	14	9	16	4	2	17	21	11	2	7	1	12	7	12	22	6	9	22	79	5	24	24	9	15	3	9	14	37	5	19	0
Oarb_108223_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Oarb_108231_c2_g4	0	0	2	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	2	0	0	0	2
Oarb_108231_c2_g8	0	0	0	1	0	0	0	0	0	0	2	2	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0
Oarb_108239_c1_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	2	0	0	0	0	0
Oarb_108240_c2_g1	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0
Oarb_108241_c2_g4	0	22	0	3	1	7	3	3	1	0	2	1	2	5	4	2	7	4	3	1	0	6	9	2	2	0	3	2	7	0	2	2	1	1	6	3	1	0	2	3	4	2	2	0	0	6	0
Oarb_108243_c3_g1	0	1	0	0	0	2	2	0	2	0	1	2	0	0	0	1	3	3	2	1	1	3	0	1	1	0	1	2	0	1	4	0	0	1	0	0	3	0	1	1	1	4	1	0	0	0	0
Oarb_108243_c3_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108243_c3_g4	9	258	117	130	135	348	207	311	118	339	254	468	44	251	454	217	547	399	662	414	297	481	386	107	133	314	252	195	294	78	303	46	79	209	730	175	421	152	335	269	204	309	338	649	297	146	171
Oarb_108246_c2_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	5	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	2
Oarb_108248_c6_g1	2	5	59	8	14	21	13	28	26	7	16	28	13	7	32	5	38	15	59	11	17	41	44	10	5	15	9	9	14	5	19	8	11	28	87	8	26	13	19	20	26	27	20	53	30	43	6
Oarb_108251_c4_g1	1	16	31	5	6	10	9	27	26	11	15	30	2	7	25	7	35	5	8	2	5	20	31	12	2	22	19	17	42	13	28	3	27	6	17	5	10	3	4	8	11	6	8	11	4	1	1
Oarb_108257_c0_g1	0	1	1	0	3	3	2	0	3	2	1	2	2	0	4	1	3	0	1	1	0	1	0	2	0	0	2	1	0	0	1	1	2	2	6	2	4	2	2	1	3	5	0	2	0	3	1
Oarb_108258_c0_g1	0	7	2	2	4	4	4	5	4	3	5	4	3	5	12	2	4	2	12	3	5	5	5	1	3	2	1	5	6	2	10	1	6	2	21	4	9	6	0	3	4	4	4	9	3	7	5
Oarb_108263_c0_g1	11	57	166	313	27	169	106	526	62	291	117	117	103	233	102	188	156	159	549	420	113	352	662	62	45	458	38	140	384	44	296	144	51	256	1132	40	335	411	252	358	75	112	171	1121	193	559	28
Oarb_108267_c0_g1	0	1	0	1	0	0	0	1	0	1	0	1	0	2	0	5	3	0	0	0	0	0	2	5	0	2	0	0	3	0	2	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	2
Oarb_108286_c3_g1	0	0	5	0	0	1	7	9	7	0	3	4	2	1	4	0	6	2	2	2	1	7	6	5	0	1	1	3	0	2	3	0	0	7	13	1	1	1	3	1	11	7	3	4	3	0	0
Oarb_108288_c3_g1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	5	1	2	0	1	14	1	1	0	0	2	1	0	1	7	1	0	3	2	2	6	1	4	4	1	0	0	2	1	3	0
Oarb_108296_c0_g2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	3	0	4	0	1	0	0	0	2	0	0	0	0	1	0
Oarb_108297_c5_g1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	1
Oarb_108302_c3_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_108306_c9_g2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Oarb_108307_c8_g1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0
Oarb_108308_c7_g1	0	0	1	3	2	4	2	1	2	2	1	0	0	1	6	0	3	0	8	4	0	6	2	3	1	3	2	2	3	5	10	4	5	6	5	6	3	1	3	3	2	3	6	5	3	0	4
Oarb_108313_c3_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108317_c4_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108324_c1_g2	0	0	1	2	2	0	2	0	1	4	2	3	0	1	2	0	7	1	7	2	1	1	0	1	1	1	2	4	2	1	8	0	3	2	6	1	1	1	4	0	7	2	3	6	2	1	3
Oarb_108326_c3_g1	0	3	1	9	2	28	7	2	0	10	0	4	2	1	8	35	9	54	3	5	5	8	2	3	9	19	12	37	43	24	98	28	5	5	22	6	14	4	4	1	4	22	44	77	2	3	1
Oarb_108327_c1_g1	0	2	5	9	6	6	4	2	8	5	8	12	13	0	16	1	12	8	16	4	7	17	7	5	0	5	5	5	5	10	10	3	11	9	22	6	10	9	9	10	9	25	6	7	8	8	2
Oarb_108336_c2_g4	1	17	15	76	81	86	6	8	9	50	45	57	14	27	51	38	252	105	72	41	77	88	62	22	26	35	49	47	59	31	89	22	22	13	39	7	18	5	13	10	7	33	22	74	10	13	13
Oarb_108337_c4_g1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0
Oarb_108359_c0_g1	0	3	3	2	2	2	3	2	4	1	4	4	1	1	7	0	4	2	14	0	0	8	4	0	1	4	2	8	3	1	4	1	2	4	2	1	0	0	2	0	0	4	0	3	2	0	2
Oarb_108364_c7_g5	0	1	4	1	0	1	2	5	3	0	0	2	2	1	2	2	1	2	3	0	0	2	3	2	1	1	3	0	0	0	1	0	1	2	4	0	3	1	2	1	3	0	2	1	3	4	2
Oarb_108370_c1_g1	0	90	313	182	185	317	220	426	203	204	148	32	83	368	391	211	1269	228	309	569	228	326	768	73	100	381	433	192	382	249	377	138	220	313	998	275	436	185	413	366	301	279	313	560	310	374	110
Oarb_108382_c5_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108386_c0_g1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	3	5	2	0	0	0	1	0	2	2	5	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Oarb_108388_c3_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	1	1	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0
Oarb_108394_c1_g1	0	2	2	0	1	2	1	7	4	1	2	3	3	0	1	1	0	0	1	0	0	0	0	2	0	2	0	4	3	3	7	1	7	5	0	0	0	0	0	1	0	1	0	0	0	3	1
Oarb_108399_c2_g1	0	6	6	3	3	7	15	11	3	4	2	11	4	13	50	4	4	7	12	9	2	15	9	4	3	3	10	6	4	9	9	2	2	23	42	21	42	4	21	17	13	13	4	12	6	0	3
Oarb_108403_c0_g1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
Oarb_108404_c4_g5	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	3	2	0	0	1	0	0	0	0	0	0	0	0
Oarb_108405_c5_g1	0	3	1	2	0	2	2	1	1	1	3	6	0	1	11	0	4	2	13	8	1	1	0	0	0	0	2	4	2	3	9	0	4	6	6	2	12	2	11	6	4	7	9	11	1	2	2
Oarb_108410_c0_g2	0	1	5	10	2	3	6	18	1	6	0	1	0	8	5	6	1	1	3	18	2	3	7	3	0	4	0	0	5	0	1	0	0	2	36	1	2	8	8	6	7	7	1	18	4	8	0
Oarb_108418_c2_g2	0	3	21	0	4	4	1	11	8	0	4	4	0	2	2	2	20	0	4	3	5	0	1	3	0	5	5	5	0	1	10	2	9	7	27	6	12	13	17	7	10	12	2	5	0	2	2
Oarb_108428_c3_g1	5	6	13	6	4	11	4	22	8	9	7	8	7	7	14	2	15	1	14	12	13	6	31	3	0	9	2	3	5	6	10	4	7	9	56	2	4	8	5	4	4	7	2	32	0	20	0
Oarb_108430_c3_g1	0	14	12	11	2	26	17	40	11	27	11	13	5	26	15	18	20	14	48	32	10	26	29	6	5	17	8	10	31	12	30	11	5	18	77	10	21	20	16	22	13	10	15	59	17	24	5
Oarb_108446_c0_g1	3	13	22	30	7	31	21	55	23	44	27	26	17	29	38	21	41	22	49	39	18	43	60	13	7	52	17	20	42	15	49	24	12	42	178	16	64	53	37	47	25	18	24	96	21	43	8
Oarb_108448_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	2	0	0	0
Oarb_108454_c2_g1	0	2	2	0	0	0	1	3	3	1	1	2	0	1	1	0	2	0	1	0	2	4	2	3	0	0	1	5	4	0	3	0	5	1	14	3	9	3	2	3	5	4	1	2	2	4	2
Oarb_108470_c1_g1	0	2	2	3	0	5	1	12	1	5	3	2	2	1	3	1	5	4	12	8	0	3	11	1	0	4	1	4	14	1	3	1	1	2	20	1	4	4	6	3	0	0	2	20	1	4	2
Oarb_108472_c9_g1	0	0	0	1	0	0	4	1	1	0	0	2	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	5	1	0	3	0	2	0	1	0	2	0	0	0	0	1	0	1	0	0	0
Oarb_108476_c4_g1	0	5	5	2	1	2	7	21	4	2	6	8	9	8	18	3	7	11	16	7	2	16	6	2	2	8	5	3	8	4	17	3	8	8	11	1	9	4	6	4	4	5	8	13	9	15	3
Oarb_108491_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Oarb_108496_c3_g1	0	0	2	2	0	0	0	2	3	0	1	1	1	0	2	2	3	1	3	0	1	1	1	1	1	0	2	1	1	1	3	0	2	4	9	1	5	0	2	1	1	2	1	4	1	6	1
Oarb_108498_c0_g1	0	1	3	1	1	0	1	0	0	2	1	1	0	0	1	0	2	0	6	0	1	2	1	2	0	1	2	3	0	0	5	2	2	0	3	0	0	1	0	1	0	1	0	2	1	3	3
Oarb_108501_c1_g1	0	1	0	0	1	1	0	1	0	2	1	0	1	2	1	2	0	0	1	1	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Oarb_108501_c1_g3	0	1	3	1	0	0	0	9	0	1	1	0	0	2	1	0	4	2	2	3	1	0	3	0	0	0	1	2	1	0	1	0	0	0	16	1	2	5	0	3	2	6	1	8	2	4	1
Oarb_108502_c1_g1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0
Oarb_108504_c2_g1	0	0	1	4	0	5	3	1	2	3	4	15	1	0	1	0	0	1	5	3	0	6	8	0	1	0	0	1	2	0	1	0	0	0	3	0	2	0	0	1	3	2	0	2	0	0	1
Oarb_108507_c1_g1	0	0	0	1	1	3	0	0	0	0	0	0	1	3	0	0	1	1	4	3	2	1	2	1	0	1	1	2	4	3	4	1	2	0	0	0	0	0	0	0	0	0	2	3	4	1	3
Oarb_108507_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Oarb_108509_c7_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108509_c7_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108512_c2_g1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	2	2	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0	0
Oarb_108514_c2_g3	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108519_c6_g3	0	2	1	0	0	0	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Oarb_108520_c2_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Oarb_108522_c4_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108522_c7_g1	0	0	5	3	1	3	0	6	11	7	3	7	2	3	6	4	2	7	10	10	2	11	16	22	1	17	4	5	13	5	10	6	7	7	37	3	13	15	9	11	7	4	2	47	15	21	3
Oarb_108525_c1_g1	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	1	2	0	1	0	0	1	9	0	0	0	1	0	0	0	0	0	0	0	10	0	1	0	0	2	0	0	0	1	0	3	0
Oarb_108529_c0_g1	0	1	19	2	2	4	5	6	11	10	5	23	6	9	15	4	8	1	29	15	16	31	11	13	1	3	1	7	20	10	33	7	12	10	41	7	20	17	15	16	17	9	3	19	3	5	3
Oarb_108534_c2_g1	0	5	4	2	8	5	1	3	1	1	1	4	3	1	6	2	6	3	5	0	4	6	1	5	0	0	3	9	4	2	4	0	1	7	6	8	16	5	5	3	3	3	1	3	7	6	2
Oarb_108538_c4_g1	0	0	2	2	2	2	2	2	1	0	1	4	1	0	1	0	0	2	2	1	0	1	1	0	0	0	3	0	0	2	0	1	1	2	8	0	0	1	0	2	2	1	1	2	2	1	0
Oarb_108540_c1_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108541_c7_g1	0	0	0	0	2	0	2	2	3	1	0	0	1	1	0	0	1	1	2	1	0	0	1	0	0	2	0	1	1	0	2	1	0	0	0	0	0	2	1	1	0	0	0	3	1	0	0
Oarb_108546_c0_g1	0	2	0	0	1	2	2	0	0	4	1	1	0	2	0	1	3	0	2	0	1	1	1	1	0	0	2	1	1	0	3	0	0	0	3	3	8	1	2	1	3	5	2	2	1	0	0
Oarb_108549_c2_g1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108552_c6_g1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Oarb_108553_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
Oarb_108558_c1_g9	0	2	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	1	1	3	0	1	1	0	0
Oarb_108570_c0_g2	0	1	6	2	5	3	0	1	2	2	0	6	2	2	11	0	4	1	7	2	2	3	1	2	0	1	0	0	0	2	1	1	0	3	2	0	1	1	0	1	4	6	1	2	1	0	1
Oarb_108579_c0_g1	0	5	7	7	3	9	4	11	6	9	4	9	2	5	5	2	5	6	8	7	5	11	17	8	2	1	3	2	6	1	5	3	2	12	30	4	21	11	15	9	7	6	6	25	3	5	4
Oarb_108580_c4_g1	0	2	2	1	0	2	2	3	1	2	1	2	2	0	0	3	7	1	2	1	1	1	2	0	1	0	2	0	3	1	1	1	1	4	8	1	5	0	3	2	1	2	2	7	2	0	1
Oarb_108583_c2_g1	0	4	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108585_c0_g1	0	0	1	1	0	0	2	2	0	3	0	1	0	3	6	0	1	0	2	0	0	0	1	0	0	1	1	0	1	2	4	0	3	1	5	4	11	4	7	4	4	4	1	1	1	1	1
Oarb_108585_c0_g2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Oarb_108589_c0_g1	0	3	4	0	1	3	3	5	3	5	4	0	5	4	3	2	3	7	2	1	2	7	9	1	3	1	0	3	3	1	4	1	1	4	10	4	4	6	6	4	5	1	2	16	5	9	1
Oarb_108590_c0_g1	0	0	4	0	2	1	1	1	2	1	2	1	2	1	3	0	2	1	5	0	1	4	2	1	0	0	0	3	0	0	4	2	3	0	9	0	2	1	2	0	2	4	1	4	1	1	1
Oarb_108590_c0_g2	2	5	63	15	42	54	27	34	44	4	29	40	47	10	48	1	40	25	123	7	35	115	95	63	6	3	2	55	29	34	121	20	32	60	98	11	57	28	52	22	36	42	16	69	33	58	13
Oarb_108591_c1_g4	0	20	2	0	3	1	2	2	0	2	1	3	1	4	8	0	0	4	71	43	24	2	1	2	2	0	0	12	21	3	30	18	17	0	2	1	1	1	2	0	0	10	12	26	5	10	16
Oarb_108594_c1_g1	1	1	0	6	1	2	4	2	5	1	4	9	2	3	2	3	4	9	13	0	3	6	11	3	1	5	5	5	1	2	10	0	2	3	17	5	12	2	7	7	3	4	4	10	3	4	2
Oarb_108603_c2_g1	2	0	4	0	1	5	4	6	3	14	15	29	2	2	1	3	3	5	12	2	1	6	3	0	0	2	4	2	3	0	3	2	2	5	6	2	5	2	2	2	5	7	11	11	2	0	1
Oarb_108606_c1_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
Oarb_108608_c5_g1	0	6	5	3	5	3	2	14	2	4	2	6	0	2	6	1	4	4	11	8	3	7	9	0	2	7	6	3	6	3	7	2	3	3	19	2	6	6	6	5	7	14	6	25	4	9	2
Oarb_108610_c4_g1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_108613_c12_g1	0	3	0	1	0	1	0	1	2	1	1	0	0	0	3	0	6	1	4	4	1	0	1	2	0	4	5	2	2	0	5	1	1	2	4	1	1	3	1	2	2	2	0	2	0	3	0
Oarb_108616_c1_g4	0	3	4	6	5	6	3	12	3	8	5	10	0	6	7	3	10	6	15	7	1	8	14	3	2	4	5	8	15	6	7	4	5	15	21	5	17	3	9	6	3	7	4	9	8	1	6
Oarb_108619_c4_g1	0	2	1	2	2	0	0	1	1	1	1	0	0	1	0	1	2	2	6	3	2	2	5	0	0	4	0	0	2	0	2	1	0	0	4	1	0	1	0	4	0	0	0	1	1	1	0
Oarb_108624_c6_g1	0	3	1	2	1	1	3	6	2	3	0	0	0	0	2	1	1	1	1	3	1	3	2	1	1	2	0	0	6	0	1	0	0	1	14	0	3	2	3	2	2	4	5	15	1	0	0
Oarb_108627_c9_g2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_108635_c3_g1	0	1	1	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	5	0	2	1	0	0	0	0	0	3	3	1	0
Oarb_108641_c1_g2	0	3	5	13	17	22	11	16	21	7	7	15	10	5	42	5	44	28	31	6	9	32	21	21	2	22	24	17	13	15	25	10	11	20	42	6	23	10	16	5	18	13	8	30	7	27	11
Oarb_108645_c0_g1	0	0	0	17	0	0	1	35	1	21	0	0	0	6	0	12	0	0	0	9	0	2	34	2	0	33	0	0	11	0	0	3	0	0	13	0	0	2	0	8	0	0	0	31	0	5	0
Oarb_108654_c7_g1	1	0	2	0	3	2	5	3	6	0	4	3	3	1	8	0	7	5	6	2	1	1	1	0	0	1	2	1	0	0	5	1	2	0	2	0	6	2	5	0	2	0	2	2	1	0	1
Oarb_108665_c0_g1	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Oarb_108667_c8_g1	0	0	1	3	1	2	0	2	0	5	3	2	0	2	5	0	4	4	2	1	1	3	1	0	1	3	1	3	0	2	1	0	1	1	3	0	3	1	0	2	0	3	1	6	0	0	0
