	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Oarb_101775_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101787_c1_g1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	4	3	2	0	1	1	0	0	0	1	0	2	3	3	2	0	0	2	2	1	2	0	0	1	1	0	3	1	1	0	0
Oarb_101792_c1_g1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	4	0	1	0	1	0	0	4	0	0	0	1	1	0	0	0	0	0	0	1	3	1	3	3	3	2	1	0	0	2	0	0	0
Oarb_101810_c0_g2	0	10	40	8	15	15	12	9	27	2	11	13	3	0	7	1	22	8	0	1	0	14	6	13	3	2	4	7	3	8	14	1	18	9	8	4	14	3	4	1	11	13	9	9	6	4	2
Oarb_101812_c0_g1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	1	0	0	0
Oarb_101815_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101818_c4_g2	0	3	1	4	1	1	1	1	1	10	3	5	2	15	4	5	7	5	6	28	3	10	29	6	0	8	2	8	8	3	8	14	3	8	41	1	5	12	6	14	2	2	4	56	8	19	0
Oarb_101820_c0_g1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Oarb_101821_c0_g1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4	0	1	0	0	0	1	2	1	1	0	0	0
Oarb_101827_c0_g1	0	3	1	0	0	0	0	0	3	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	1	1	0	2	0	0	1	1	2	1	0	0	0	1	3	0	3	1	1	1
Oarb_101833_c0_g1	0	0	10	1	0	2	2	2	7	0	1	0	1	0	0	0	5	0	2	0	1	4	1	4	0	0	0	0	0	4	2	0	1	2	0	0	0	0	0	0	1	5	1	0	3	1	0
Oarb_101834_c6_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0
Oarb_101835_c0_g1	0	0	5	0	1	1	12	4	13	0	0	0	4	3	16	12	62	31	6	0	2	0	1	1	14	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Oarb_101836_c0_g1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
Oarb_101839_c1_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101852_c0_g1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	1	0	1	1	0	0	0
Oarb_101853_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0
Oarb_101864_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
Oarb_101870_c0_g1	0	1	8	2	1	0	1	10	2	4	3	3	1	0	1	1	2	0	4	2	6	1	3	1	1	1	1	2	1	4	1	0	1	0	5	0	3	1	0	1	1	7	1	24	4	6	3
Oarb_101878_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0
Oarb_101883_c0_g1	0	7	3	2	9	11	1	0	2	6	2	1	0	3	1	0	3	2	29	2	12	3	3	0	0	0	0	2	3	2	5	0	1	4	7	3	7	6	5	0	3	1	2	7	0	4	1
Oarb_101883_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101892_c0_g3	0	0	0	0	0	0	0	4	0	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	5	0	2	1	1	1	0	1	0	0	0	0	0
Oarb_101895_c0_g1	0	8	16	1	2	3	4	2	3	0	9	6	3	1	8	0	20	7	12	0	9	16	1	1	1	1	1	10	0	3	14	0	1	11	3	6	8	0	12	0	4	7	6	3	5	2	0
Oarb_101911_c0_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101917_c3_g1	2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	1	0	1	0	0	1	0	1	0	0	2	0	1	0	0	0	0	3	0	1	0	2	1	2	0	0	3	0	0	0
Oarb_101931_c0_g1	0	0	2	1	1	2	0	1	1	2	1	1	1	0	1	1	1	1	3	0	1	0	1	1	0	0	1	2	2	2	4	4	1	1	4	1	0	1	2	1	0	2	1	3	0	4	0
Oarb_101935_c0_g1	0	0	3	0	2	7	12	0	0	3	4	2	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	0	2	1	0	0	2	145	2	7	17	0	0
Oarb_101938_c0_g2	0	8	12	0	5	8	10	2	8	5	8	17	4	3	10	2	15	8	21	5	6	10	10	4	1	5	6	4	5	11	14	1	3	7	5	5	7	5	19	3	7	14	7	7	2	1	4
Oarb_101940_c0_g2	0	1	2	0	0	6	6	0	2	1	8	4	2	0	4	0	3	1	9	1	3	8	5	1	2	0	0	3	0	0	6	1	2	4	0	1	9	1	15	5	5	4	6	3	2	0	2
Oarb_101945_c0_g1	0	4	13	9	8	9	0	5	6	3	2	8	1	1	6	1	4	2	7	0	3	19	11	9	0	1	4	6	3	9	21	1	5	10	10	7	11	8	5	7	5	6	5	9	7	12	7
Oarb_101955_c0_g2	1	1	2	0	7	1	2	1	1	0	3	3	2	0	4	0	8	1	5	4	2	1	2	8	0	1	0	3	3	1	1	1	9	1	0	0	0	0	1	0	3	7	0	5	5	2	8
Oarb_101962_c0_g1	0	0	0	0	2	5	3	0	2	1	0	3	1	1	2	3	2	4	5	5	1	2	4	3	0	1	2	1	4	0	5	0	1	5	10	1	2	2	5	1	7	3	1	6	0	4	2
Oarb_101978_c1_g1	3	4	2	9	2	2	4	1	7	2	1	8	1	3	5	1	3	4	8	1	3	11	9	7	0	3	2	4	3	1	7	4	3	6	24	4	14	3	8	8	6	3	4	4	7	5	1
Oarb_101980_c0_g1	0	0	4	0	1	0	1	3	0	0	0	1	0	0	0	0	2	3	0	1	0	2	0	2	0	1	1	0	0	0	0	0	1	3	1	0	2	2	1	0	3	0	0	0	0	0	0
Oarb_101987_c0_g1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0
Oarb_101989_c0_g1	0	1	7	2	0	6	2	13	12	1	0	8	1	2	10	3	4	2	8	2	4	3	10	1	0	5	1	2	9	2	7	1	2	8	24	4	6	3	5	6	1	6	3	15	3	6	1
Oarb_101997_c0_g1	0	0	0	0	0	1	2	3	1	1	1	0	0	1	3	2	3	0	0	6	0	0	4	0	0	4	1	0	1	0	0	0	0	1	1	0	1	3	1	9	0	1	0	8	0	2	0
Oarb_101997_c0_g3	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	2	0	1	1	1	1	1	1	10	0	0	5	0	1	0	0	0	6	0	5	0
Oarb_102000_c0_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	2	1	0	0
Oarb_102000_c1_g1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_102002_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_102018_c0_g1	0	1	3	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	2	0	3	1	0	1	1	1	0
Oarb_102036_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Oarb_102050_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Oarb_102054_c0_g2	0	1	1	2	0	0	0	0	1	1	1	1	0	0	3	0	1	0	1	0	0	0	0	3	0	0	2	0	0	1	2	0	0	1	1	1	2	0	2	0	0	0	3	2	0	0	0
Oarb_102055_c0_g1	0	0	1	0	9	8	12	0	1	2	11	6	0	0	0	0	12	0	1	0	0	0	0	1	1	0	0	3	1	0	2	0	1	0	0	0	3	4	3	6	9	76	1	2	26	1	1
Oarb_102056_c0_g1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_102060_c2_g1	0	2	1	1	0	0	1	3	0	2	2	1	2	2	6	0	3	0	0	2	1	2	2	1	0	6	0	3	1	1	5	0	1	0	9	0	7	1	0	2	1	2	0	5	1	3	0
Oarb_102064_c1_g1	0	40	63	5	21	24	25	7	55	3	15	26	27	6	79	1	90	26	83	8	33	37	5	13	10	2	16	44	4	43	49	4	25	40	18	14	59	11	44	8	23	59	26	24	28	20	12
Oarb_102069_c0_g2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0
Oarb_102069_c0_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_102070_c1_g1	0	0	18	3	2	2	5	7	3	14	11	29	3	3	11	1	10	1	32	10	7	35	22	5	1	4	2	12	13	8	16	2	13	12	28	10	26	12	17	13	9	9	6	15	2	5	6
Oarb_102070_c1_g3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Oarb_102072_c3_g1	0	0	0	2	0	1	3	3	1	2	0	1	0	0	1	1	2	3	2	0	1	2	4	1	1	2	1	2	0	0	3	0	1	0	1	0	2	0	0	1	0	1	0	3	2	2	1
Oarb_102086_c0_g1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0
Oarb_102093_c0_g1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Oarb_102097_c0_g1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	2	0	0	0	2	0	2	4	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oarb_102097_c0_g2	0	5	1	0	0	0	0	0	1	1	1	3	0	0	1	0	3	1	4	0	1	0	1	0	0	0	1	2	1	2	2	0	2	0	2	1	2	1	0	2	1	0	1	0	2	0	1
Oarb_102105_c1_g1	1	1	0	1	1	0	0	2	2	1	1	2	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	1	1	1	1	0	2	1	4	1	2	0	4	2	3	1	0	1	0	1	0
Oarb_102110_c0_g1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Oarb_102113_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Oarb_102120_c1_g1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	1	0	0	0	3	0	1	0	3	0	0	0	0	1	0	1	1
Oarb_102123_c0_g1	2	0	11	0	5	3	5	0	20	1	2	16	15	1	8	0	16	3	5	0	6	10	0	5	0	0	3	5	1	4	10	3	11	8	3	4	15	1	6	0	13	16	5	1	4	4	5
Oarb_102127_c0_g1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0
Oarb_102132_c3_g1	1	3	9	5	4	6	1	2	5	2	5	7	2	1	5	4	11	7	9	3	5	14	7	4	1	4	3	4	5	7	10	4	9	4	19	2	15	3	7	8	8	10	1	16	3	3	1
Oarb_102133_c1_g1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0
Oarb_102135_c0_g1	0	3	5	1	3	8	10	16	4	7	5	9	0	10	8	8	8	15	12	13	8	5	13	0	5	9	5	4	11	1	12	0	5	14	27	6	12	6	9	2	9	3	1	6	4	5	4
Oarb_102139_c0_g1	2	2	7	1	5	8	8	4	2	2	5	2	2	2	9	3	12	7	14	5	8	21	14	1	2	2	2	6	4	5	24	1	0	15	14	2	12	0	8	3	0	4	7	7	10	8	2
Oarb_102140_c0_g1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0
Oarb_102142_c0_g1	4	30	42	12	10	32	43	83	22	46	28	36	9	29	57	31	66	32	128	32	42	49	58	15	6	31	14	22	27	10	52	6	15	38	131	13	65	19	53	28	43	34	24	78	29	30	22
Oarb_102144_c0_g1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0
Oarb_102145_c0_g2	0	0	2	0	0	17	2	12	5	18	14	14	0	5	0	7	9	13	33	9	5	3	5	0	1	7	2	11	12	1	11	8	0	6	26	3	24	7	28	7	1	29	37	133	2	3	0
Oarb_102151_c0_g1	0	0	1	1	0	2	0	3	1	1	1	1	1	1	0	1	4	0	1	1	0	0	1	1	0	0	1	0	2	0	0	0	2	0	3	0	0	5	0	1	1	2	0	2	0	0	0
Oarb_102158_c0_g1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0
Oarb_102159_c2_g1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	3
Oarb_102164_c3_g3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Oarb_102171_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Oarb_102177_c0_g1	1	0	0	1	0	3	1	0	0	0	2	5	2	0	5	1	1	0	0	0	0	0	0	0	0	0	0	4	0	2	9	2	3	1	0	1	3	0	1	0	6	2	0	3	0	0	0
Oarb_102177_c0_g2	0	4	4	0	3	0	1	0	0	0	1	1	0	0	0	1	3	1	6	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	3	2	3	0	1	0	2	2	0	0	4	1	2
Oarb_102183_c3_g1	2	2	18	16	2	1	2	25	8	2	1	2	5	11	21	3	22	4	26	9	7	25	17	8	0	8	2	15	14	10	31	11	9	7	44	6	6	6	3	6	1	20	3	88	15	20	3
Oarb_102184_c1_g1	0	2	0	0	2	0	2	5	0	1	1	0	1	0	0	0	0	0	1	0	0	4	1	1	0	2	1	0	1	1	0	0	2	0	3	0	0	1	1	0	0	0	0	0	0	0	0
Oarb_102185_c2_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_102209_c1_g1	0	1	0	0	1	1	0	0	1	3	1	1	0	0	3	0	4	1	1	0	1	4	1	0	0	0	0	1	0	2	4	1	3	0	2	0	4	0	1	0	1	0	2	3	1	2	1
Oarb_102217_c0_g1	0	0	6	2	2	2	9	24	14	1	2	2	3	2	2	0	0	0	6	0	0	3	5	2	0	1	0	1	0	0	5	0	3	11	36	0	12	13	11	7	7	10	4	18	2	2	0
Oarb_102234_c3_g3	0	5	1	3	0	6	5	7	3	4	4	8	1	4	12	1	5	5	13	2	3	10	9	2	0	7	4	6	7	1	14	0	7	6	17	7	8	4	6	4	2	6	2	4	3	1	3
Oarb_102238_c4_g1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Oarb_102244_c0_g2	0	0	0	3	2	0	2	0	2	1	1	0	0	1	2	1	0	0	3	2	1	1	2	1	0	1	0	0	2	1	1	1	2	1	1	0	2	2	1	2	0	2	1	8	0	1	1
Oarb_102246_c0_g1	0	5	5	0	1	1	2	6	4	2	2	2	1	8	3	5	10	4	6	2	3	13	18	3	3	7	2	2	9	1	6	3	4	4	21	4	6	8	7	13	5	8	7	16	2	0	0
Oarb_102252_c0_g1	0	2	3	4	5	4	4	2	4	5	7	6	2	2	5	1	11	1	9	1	3	10	2	11	2	2	5	0	0	0	0	1	3	3	4	1	2	0	2	0	0	6	6	11	5	3	0
Oarb_102258_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Oarb_102263_c0_g1	0	2	1	0	0	0	0	0	2	0	0	2	1	0	2	0	4	1	1	0	1	4	1	1	0	0	3	0	0	1	0	1	0	1	1	2	0	0	0	0	2	2	1	2	1	0	1
Oarb_102270_c0_g1	0	11	6	2	6	12	5	4	5	7	1	19	7	4	13	5	17	9	23	2	10	19	14	6	4	2	11	14	2	6	19	4	4	11	18	8	15	8	14	5	10	26	6	15	4	12	5
Oarb_102273_c2_g2	0	0	1	0	0	0	2	6	3	0	0	0	2	3	4	0	0	0	3	2	2	7	0	0	0	0	0	1	0	0	0	0	0	0	6	3	6	0	0	0	0	1	0	3	0	0	2
Oarb_102276_c0_g1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	1	0	2	0	0	0	2	0	2	1	0	1	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	1	1	1	0	0
Oarb_102277_c1_g1	0	5	3	4	0	5	3	2	3	1	2	1	1	1	6	0	6	4	2	0	2	0	3	2	2	2	4	1	3	2	4	1	4	3	4	1	4	3	2	2	3	7	0	5	6	0	3
Oarb_102283_c6_g1	0	0	2	7	0	1	0	2	3	4	0	5	3	2	7	1	3	3	11	4	0	7	7	1	0	2	1	4	2	2	2	1	3	2	15	1	1	5	3	1	1	4	2	13	2	9	1
Oarb_102289_c0_g1	0	3	6	3	1	1	5	7	5	0	0	0	0	0	2	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	6	12	3	9	4	2	1	2	0	0	0	4	2	0
