gene,mutated_p_updown
evm.TU.chromosome_14.6576,-0.299843261
evm.TU.chromosome_7.2688,0.299716047
evm.TU.chromosome_14.5393,0.299016046
evm.TU.chromosome_10.529,0.298806703
evm.TU.chromosome_13.528,0.29866377
evm.TU.chromosome_13.964,-0.298632453
evm.TU.chromosome_6.2388,-0.298504645
evm.TU.chromosome_6.1184,-0.29832928
evm.TU.chromosome_8.1430,0.298344421
evm.TU.chromosome_4.1320,0.298074598
evm.TU.chromosome_13.1234,0.297828588
evm.TU.chromosome_11.844,0.297230427
evm.TU.chromosome_13.630,-0.297215257
evm.TU.chromosome_5.2817,-0.297159913
evm.TU.chromosome_12.1627,-0.297023551
evm.TU.chromosome_4.1389,0.296711364
evm.TU.chromosome_10.2872,0.29657393
evm.TU.chromosome_12.926,0.295519184
evm.TU.chromosome_5.1020,-0.295481141
evm.TU.chromosome_14.1351,0.295302771
evm.TU.chromosome_6.136,0.295209623
evm.TU.chromosome_10.1280,-0.295083755
evm.TU.chromosome_11.3088,-0.295086299
evm.TU.chromosome_13.80,-0.294535565
evm.TU.chromosome_14.5205,0.294558815
evm.TU.chromosome_11.935,0.294376593
evm.TU.chromosome_5.1631,-0.294032531
evm.TU.chromosome_9.2800,-0.293823208
evm.TU.chromosome_6.1737,-0.293648231
evm.TU.chromosome_2.670,-0.293467895
evm.TU.chromosome_5.1261,-0.293408292
evm.TU.chromosome_12.481,0.293259699
evm.TU.chromosome_2.1761,-0.293297034
evm.TU.chromosome_7.2845,-0.293070189
evm.TU.chromosome_8.18,-0.293158074
evm.TU.chromosome_8.318,0.293071771
evm.TU.chromosome_8.2421,0.292621126
evm.TU.chromosome_8.358,0.292274041
evm.TU.chromosome_11.222,-0.292120607
evm.TU.chromosome_8.2251,0.292131843
evm.TU.chromosome_12.3639,0.291969877
evm.TU.chromosome_5.1969,-0.292021627
evm.TU.chromosome_14.5792,-0.291721138
evm.TU.chromosome_5.1197,-0.291753911
evm.TU.chromosome_5.1425,-0.291823213
evm.TU.chromosome_14.2237,-0.291644318
evm.TU.chromosome_14.1236,0.29141306
evm.TU.chromosome_14.922,-0.291439426
evm.TU.chromosome_10.852,-0.291195794
evm.TU.chromosome_13.2101,0.290649026
evm.TU.chromosome_3.1078,-0.290516931
evm.TU.chromosome_1.362,0.290322327
evm.TU.chromosome_10.88,-0.290144768
evm.TU.chromosome_7.2492,-0.29011715
evm.TU.chromosome_14.1866,0.289619437
evm.TU.chromosome_5.1170,-0.289673598
evm.TU.chromosome_9.713,0.289224396
evm.TU.chromosome_1.1285,-0.288789797
evm.TU.chromosome_12.1851,-0.288841239
evm.TU.chromosome_3.207,-0.288916857
evm.TU.chromosome_7.1915,0.288859652
evm.TU.chromosome_12.1787,-0.288705771
evm.TU.chromosome_11.1005,0.288424814
evm.TU.chromosome_13.1308,-0.288478025
evm.TU.chromosome_14.3110,-0.288263172
evm.TU.chromosome_9.974,0.288023823
evm.TU.chromosome_14.961,0.287889711
evm.TU.chromosome_10.623,-0.287739769
evm.TU.chromosome_14.490,0.287372478
evm.TU.chromosome_10.938,-0.287254746
evm.TU.chromosome_13.2656,0.287049139
evm.TU.chromosome_14.6651,0.287087747
evm.TU.chromosome_2.79,-0.28701313
evm.TU.chromosome_7.2373,0.286806712
evm.TU.chromosome_7.1923,-0.286671655
evm.TU.chromosome_4.2129,0.286558193
evm.TU.chromosome_10.2274,-0.28648326
evm.TU.chromosome_7.486,-0.286306027
evm.TU.chromosome_10.2276,0.285948859
evm.TU.chromosome_14.6322,-0.285953704
evm.TU.chromosome_6.746,-0.28600951
evm.TU.chromosome_8.792,-0.285953112
evm.TU.chromosome_13.231,0.285778772
evm.TU.chromosome_3.456,0.285787056
evm.TU.chromosome_14.4867,-0.285107244
evm.TU.chromosome_14.5761,-0.284978202
evm.TU.chromosome_11.3151,-0.284622914
evm.TU.chromosome_7.2043,-0.284678007
evm.TU.chromosome_14.1451,0.284552848
evm.TU.chromosome_14.1620,-0.284382779
evm.TU.chromosome_3.1957,0.284393056
evm.TU.chromosome_8.1571,-0.28433866
evm.TU.chromosome_11.1634_evm.TU.chromosome_11.1635,-0.284140936
evm.TU.chromosome_12.3030,0.284084268
evm.TU.chromosome_6.2896,-0.284047204
evm.TU.chromosome_2.1102,-0.283883028
evm.TU.chromosome_2.531,-0.283488877
evm.TU.chromosome_9.2809,-0.28350782
evm.TU.chromosome_9.700,-0.283594904
evm.TU.chromosome_6.1730,-0.283320073
evm.TU.chromosome_14.1270,-0.283169185
evm.TU.chromosome_13.1660,0.283093897
evm.TU.chromosome_1.48,-0.282965644
evm.TU.chromosome_4.956,-0.282959826
evm.TU.chromosome_12.3560,-0.282877722
evm.TU.chromosome_1.197,-0.282374911
evm.TU.chromosome_1.57,-0.282347222
evm.TU.chromosome_5.1328,0.282415589
evm.TU.chromosome_9.837,0.282183756
evm.TU.chromosome_9.241,-0.282051694
evm.TU.chromosome_14.6289,0.281971289
evm.TU.chromosome_8.2413,-0.281702225
evm.TU.chromosome_12.4002,-0.281336366
evm.TU.chromosome_14.1650,0.281361098
evm.TU.chromosome_4.1716,-0.281300701
evm.TU.chromosome_13.350,0.281145811
evm.TU.chromosome_12.2027,-0.281040522
evm.TU.chromosome_3.247,0.281014494
evm.TU.chromosome_12.317,-0.280739505
evm.TU.chromosome_13.2650,0.280572617
evm.TU.chromosome_4.2317,-0.280469352
evm.TU.chromosome_5.2020,0.280407578
evm.TU.chromosome_2.2051,0.280235846
evm.TU.chromosome_8.1181,0.280259281
evm.TU.chromosome_10.1654,0.279864217
evm.TU.chromosome_11.712,0.279884008
evm.TU.chromosome_12.1221,-0.279872941
evm.TU.chromosome_13.1957,0.279984673
evm.TU.chromosome_4.265,-0.279980871
evm.TU.chromosome_4.929,-0.280015642
evm.TU.chromosome_3.872,-0.279781943
evm.TU.chromosome_2.834,-0.27964503
evm.TU.chromosome_4.1894,0.279563991
evm.TU.chromosome_5.953,-0.279451741
evm.TU.chromosome_10.37,0.279246807
evm.TU.chromosome_6.2957,-0.279063081
evm.TU.chromosome_6.897,-0.278830274
evm.TU.chromosome_4.311,0.278760262
evm.TU.chromosome_14.338,0.27860526
evm.TU.chromosome_12.1519,-0.277773761
evm.TU.chromosome_12.304,-0.278158617
evm.TU.chromosome_13.1166,0.277827767
evm.TU.chromosome_14.6605,-0.277896216
evm.TU.chromosome_14.770,-0.278100006
evm.TU.chromosome_4.52,-0.277886459
evm.TU.chromosome_6.2577,-0.277850327
evm.TU.chromosome_8.717,-0.27780659
evm.TU.chromosome_6.2561,-0.277683331
evm.TU.chromosome_12.2054,-0.277498207
evm.TU.chromosome_8.1493,-0.276901568
evm.TU.chromosome_10.2262,-0.276783647
evm.TU.chromosome_14.6377,-0.276839306
evm.TU.chromosome_13.2996,-0.276529356
evm.TU.chromosome_4.708,0.276197839
evm.TU.chromosome_2.1032,0.275963563
evm.TU.chromosome_6.851,-0.275934083
evm.TU.chromosome_3.2031,-0.275841683
evm.TU.chromosome_6.2086,-0.275645365
evm.TU.chromosome_10.1346,0.275451887
evm.TU.chromosome_13.3597,-0.275374254
evm.TU.chromosome_13.3116,-0.275177217
evm.TU.chromosome_13.1220,0.274448923
evm.TU.chromosome_11.2082,0.274153728
evm.TU.chromosome_13.265,0.273949546
evm.TU.chromosome_2.1459,-0.274026958
evm.TU.chromosome_7.1441,-0.273949036
evm.TU.chromosome_8.1460,0.274115929
evm.TU.chromosome_10.1023,-0.273705562
evm.TU.chromosome_14.6427,-0.273632905
evm.TU.chromosome_12.916,0.273437537
evm.TU.chromosome_10.1018,0.272864855
evm.TU.chromosome_11.2035,-0.272662671
evm.TU.chromosome_11.3125,-0.273147341
evm.TU.chromosome_13.2477,-0.272765801
evm.TU.chromosome_13.377,-0.272679039
evm.TU.chromosome_14.2905,0.272866626
evm.TU.chromosome_2.1225,0.273049797
evm.TU.chromosome_6.1342,0.272622361
evm.TU.chromosome_8.2437,-0.272843131
evm.TU.chromosome_8.836,-0.272688727
evm.TU.chromosome_9.2752,-0.272725394
evm.TU.chromosome_5.1273,-0.272500551
evm.TU.chromosome_8.2258,-0.27239156
evm.TU.chromosome_13.2163,-0.272254324
evm.TU.chromosome_7.767,0.272130779
evm.TU.chromosome_8.1555,-0.272088454
evm.TU.chromosome_8.1147,0.271951486
evm.TU.chromosome_11.1627,-0.271762805
evm.TU.chromosome_12.1276,-0.271788462
evm.TU.chromosome_10.3038,-0.27159375
evm.TU.chromosome_14.6278,-0.271607309
evm.TU.chromosome_14.740,0.271451165
evm.TU.chromosome_8.2241,-0.270978823
evm.TU.chromosome_13.1605,0.270896682
evm.TU.chromosome_5.365,0.270838259
evm.TU.chromosome_11.3121,0.270639527
evm.TU.chromosome_12.2833,-0.270648708
evm.TU.chromosome_6.1665,-0.270654416
evm.TU.chromosome_10.3009,0.270456088
evm.TU.chromosome_6.2476,-0.270311811
evm.TU.chromosome_10.873,0.270163338
evm.TU.chromosome_13.1304,-0.270064989
evm.TU.chromosome_1.1238,0.269837997
evm.TU.chromosome_11.713,-0.269619333
evm.TU.chromosome_12.2720,-0.269605804
evm.TU.chromosome_9.2013,-0.2696582
evm.TU.chromosome_4.2309,-0.269405587
evm.TU.chromosome_14.512,-0.269112692
evm.TU.chromosome_5.1327,-0.269171267
evm.TU.chromosome_9.447,-0.269075259
evm.TU.chromosome_11.3138,-0.2687696
evm.TU.chromosome_12.1574,-0.268775065
evm.TU.chromosome_12.1581,0.268791403
evm.TU.chromosome_4.158,0.2687798
evm.TU.chromosome_9.1088,-0.268974242
evm.TU.chromosome_9.1893,-0.268640407
evm.TU.chromosome_5.372,0.26823587
evm.TU.chromosome_9.2622,0.268147219
evm.TU.chromosome_6.446,0.267813602
evm.TU.chromosome_14.4760,-0.267622178
evm.TU.chromosome_14.6992,0.267487585
evm.TU.chromosome_8.1422,-0.267477073
evm.TU.chromosome_3.147,-0.267383802
evm.TU.chromosome_13.143,-0.266976159
evm.TU.chromosome_14.6290,0.266921737
evm.TU.chromosome_13.700,0.266801783
evm.TU.chromosome_9.2669,0.26671349
evm.TU.chromosome_6.978,-0.266653224
evm.TU.chromosome_12.1241,0.266098185
evm.TU.chromosome_6.50,-0.265932235
evm.TU.chromosome_4.131,-0.26553251
evm.TU.chromosome_5.241,-0.265549578
evm.TU.chromosome_3.112,-0.265412871
evm.TU.chromosome_12.2139,-0.264973942
evm.TU.chromosome_8.1437,0.264744365
evm.TU.chromosome_2.579,-0.264608962
evm.TU.chromosome_6.2786,0.264480126
evm.TU.chromosome_10.2748,0.264049563
evm.TU.chromosome_13.2837,0.263880879
evm.TU.chromosome_13.3255,0.263565212
evm.TU.chromosome_2.1800,0.263662688
evm.TU.chromosome_3.937,0.263622173
evm.TU.chromosome_11.684,0.263367201
evm.TU.chromosome_11.2981,-0.263182598
evm.TU.chromosome_9.1281,-0.262965951
evm.TU.chromosome_6.2480,-0.262813266
evm.TU.chromosome_8.334,-0.262862434
evm.TU.chromosome_9.1195,0.262793061
evm.TU.chromosome_4.280,-0.262728081
evm.TU.chromosome_3.1540,-0.262643262
evm.TU.chromosome_8.784,0.262029065
evm.TU.chromosome_14.6789,-0.261824175
evm.TU.chromosome_11.1976,0.261713399
evm.TU.chromosome_13.2657,-0.261623564
evm.TU.chromosome_13.2659,0.26122567
evm.TU.chromosome_12.2290,0.261088583
evm.TU.chromosome_12.2496,-0.260781108
evm.TU.chromosome_10.2386,0.260646034
evm.TU.chromosome_12.3859,-0.260637365
evm.TU.chromosome_12.1555,-0.260511905
evm.TU.chromosome_14.487,0.26001654
evm.TU.chromosome_5.1716,-0.260010935
evm.TU.chromosome_10.1270,-0.259893082
evm.TU.chromosome_9.2135,-0.259634433
evm.TU.chromosome_14.5805,0.259240086
evm.TU.chromosome_11.584,-0.259136508
evm.TU.chromosome_1.1469,0.258624766
evm.TU.chromosome_2.2008,0.258657684
evm.TU.chromosome_10.2928,-0.258166748
evm.TU.chromosome_13.2417,-0.258040185
evm.TU.chromosome_13.2726,0.257843032
evm.TU.chromosome_13.364,0.258136913
evm.TU.chromosome_14.485,-0.257986205
evm.TU.chromosome_2.792,-0.257875563
evm.TU.chromosome_4.609,-0.258035949
evm.TU.chromosome_7.146,0.257883914
evm.TU.chromosome_1.588,-0.257665468
evm.TU.chromosome_1.1053,-0.25739596
evm.TU.chromosome_7.2419,-0.257468619
evm.TU.chromosome_8.885,0.257566415
evm.TU.chromosome_9.2579,0.25744231
evm.TU.chromosome_14.650,-0.257207934
evm.TU.chromosome_14.1707,0.257035694
evm.TU.chromosome_8.211,0.257089756
evm.TU.chromosome_14.3198,-0.256384737
evm.TU.chromosome_8.1580,0.256401241
evm.TU.chromosome_1.302,-0.256081702
evm.TU.chromosome_10.180,0.255540494
evm.TU.chromosome_2.1557_evm.TU.chromosome_2.1544,0.2555241
evm.TU.chromosome_8.2374,-0.255521797
evm.TU.chromosome_14.999,0.255138969
evm.TU.chromosome_5.536,-0.255213055
evm.TU.chromosome_6.151,0.255118272
evm.TU.chromosome_12.1198,-0.254630138
evm.TU.chromosome_7.274,0.254500061
evm.TU.chromosome_4.2009,-0.254282695
evm.TU.chromosome_9.89,0.253876838
evm.TU.chromosome_5.428,0.253696465
evm.TU.chromosome_7.251,0.253663553
evm.TU.chromosome_7.916,-0.253547694
evm.TU.chromosome_13.2964,0.253455577
evm.TU.chromosome_10.2785,-0.252900793
evm.TU.chromosome_13.1405,-0.252908905
evm.TU.chromosome_4.970,-0.252914477
evm.TU.chromosome_5.1103,0.252777178
evm.TU.chromosome_2.2067,-0.252658753
evm.TU.chromosome_5.1447,0.252604513
evm.TU.chromosome_5.2604,-0.252592996
evm.TU.chromosome_11.1797,0.252083957
evm.TU.chromosome_2.165_evm.TU.chromosome_2.166,-0.25173506
evm.TU.chromosome_10.2590,-0.251482816
evm.TU.chromosome_11.2144,0.251069864
evm.TU.chromosome_5.468,-0.251066822
evm.TU.chromosome_6.1740,-0.25097827
evm.TU.chromosome_4.1940,-0.250754261
evm.TU.chromosome_5.2091,-0.25064047
evm.TU.chromosome_9.1136,0.250650078
evm.TU.chromosome_9.1446,-0.250580222
evm.TU.chromosome_13.2371,-0.250249933
evm.TU.chromosome_9.2767,-0.250197516
evm.TU.chromosome_11.415,-0.249963122
evm.TU.chromosome_10.1776,0.249490269
evm.TU.chromosome_3.1979,-0.249511055
evm.TU.chromosome_10.527,0.249268324
evm.TU.chromosome_12.4016,0.248870866
evm.TU.chromosome_14.786,0.248895156
evm.TU.chromosome_3.1628,0.248651582
evm.TU.chromosome_8.2769,-0.248447338
evm.TU.chromosome_13.1892,-0.248379752
evm.TU.chromosome_10.2714,-0.248150999
evm.TU.chromosome_6.1503,-0.248109523
evm.TU.chromosome_11.11,-0.247882523
evm.TU.chromosome_14.4547,-0.24771914
evm.TU.chromosome_2.1375,0.247733007
evm.TU.chromosome_5.2110,-0.247756881
evm.TU.chromosome_8.2506,-0.247871741
evm.TU.chromosome_10.1717,-0.247483479
evm.TU.chromosome_14.1507,0.247415921
evm.TU.chromosome_14.525,-0.247382738
evm.TU.chromosome_7.189,0.247308529
evm.TU.chromosome_10.901,0.247130578
evm.TU.chromosome_14.3162,0.246725567
evm.TU.chromosome_12.3879,-0.246436009
evm.TU.chromosome_12.2994,-0.246222204
evm.TU.chromosome_12.3811,-0.246181285
evm.TU.chromosome_3.572,-0.246077777
evm.TU.chromosome_6.1097,-0.246046452
evm.TU.chromosome_7.1347,-0.246114887
evm.TU.chromosome_2.1229,-0.245969278
evm.TU.chromosome_11.3168,-0.245725941
evm.TU.chromosome_3.765,-0.245764877
evm.TU.chromosome_7.2006,0.245832747
evm.TU.chromosome_8.514,0.245697771
evm.TU.chromosome_13.446,0.245344268
evm.TU.chromosome_11.645,0.245135025
evm.TU.chromosome_2.2060,-0.244390679
evm.TU.chromosome_3.2026,0.244298337
evm.TU.chromosome_13.2865,-0.2442282
evm.TU.chromosome_14.6829,-0.244133514
evm.TU.chromosome_6.134,-0.244077808
evm.TU.chromosome_14.6428,-0.243543001
evm.TU.chromosome_10.2422,0.243467077
evm.TU.chromosome_6.2197,0.243390817
evm.TU.chromosome_13.1465,-0.243065027
evm.TU.chromosome_13.3140,-0.243042762
evm.TU.chromosome_11.999,-0.242843033
evm.TU.chromosome_8.2647,-0.242733437
evm.TU.chromosome_14.545,0.242512499
evm.TU.chromosome_4.1300,-0.242469362
evm.TU.chromosome_14.1821,-0.242407198
evm.TU.chromosome_2.21_evm.TU.chromosome_2.22,0.241858387
evm.TU.chromosome_4.1953,-0.241895952
evm.TU.chromosome_5.2008,-0.241908552
evm.TU.chromosome_6.1288,-0.241616739
evm.TU.chromosome_9.2451,0.241534315
evm.TU.chromosome_12.3275,-0.241419011
evm.TU.chromosome_10.559,-0.241080041
evm.TU.chromosome_3.115,0.241127277
evm.TU.chromosome_4.18,0.241167936
evm.TU.chromosome_12.2940,-0.240723724
evm.TU.chromosome_12.3349,0.240458599
evm.TU.chromosome_2.1482,0.24045884
evm.TU.chromosome_2.467,-0.240534662
evm.TU.chromosome_5.1971,0.240633126
evm.TU.chromosome_6.204,0.240541052
evm.TU.chromosome_6.881,-0.240567428
evm.TU.chromosome_3.1062,-0.240179796
evm.TU.chromosome_3.1133,0.240201722
evm.TU.chromosome_14.5053,0.240021457
evm.TU.chromosome_12.314,-0.239861157
evm.TU.chromosome_13.2811,0.239297656
evm.TU.chromosome_7.1084,-0.239188147
evm.TU.chromosome_10.1977,-0.239058804
evm.TU.chromosome_13.3701,0.238910935
evm.TU.chromosome_2.903,0.238909427
evm.TU.chromosome_3.611,-0.238941463
evm.TU.chromosome_7.906,-0.238746315
evm.TU.chromosome_10.3010,-0.238529722
evm.TU.chromosome_10.683,0.238197117
evm.TU.chromosome_12.198,-0.238205555
evm.TU.chromosome_9.1158,0.238250166
evm.TU.chromosome_3.739,-0.237979466
evm.TU.chromosome_14.6811,0.237783956
evm.TU.chromosome_10.10,-0.237726903
evm.TU.chromosome_14.301,-0.237598703
evm.TU.chromosome_7.2019,0.237609551
evm.TU.chromosome_1.748,-0.237334135
evm.TU.chromosome_2.562,-0.237236925
evm.TU.chromosome_12.2769,-0.237104582
evm.TU.chromosome_12.755,0.236971211
evm.TU.chromosome_14.1333,-0.237095607
evm.TU.chromosome_14.457,0.236984725
evm.TU.chromosome_9.310,0.236948792
evm.TU.chromosome_1.1025,-0.23659671
evm.TU.chromosome_2.324,0.236549785
evm.TU.chromosome_4.1668,-0.23664636
evm.TU.chromosome_7.2185,0.236583753
evm.TU.chromosome_7.2262,-0.23646411
evm.TU.chromosome_12.1479,-0.236349477
evm.TU.chromosome_12.2622,-0.236283403
evm.TU.chromosome_12.1508,-0.235550115
evm.TU.chromosome_12.4055,0.235388097
evm.TU.chromosome_14.1401,-0.235614128
evm.TU.chromosome_3.1714,0.235370435
evm.TU.chromosome_5.1408,-0.235556672
evm.TU.chromosome_5.1704,0.235752702
evm.TU.chromosome_5.2187,0.235475797
evm.TU.chromosome_5.289,0.235525196
evm.TU.chromosome_7.1750,0.235640321
evm.TU.chromosome_9.1632,0.235390311
evm.TU.chromosome_1.1523,0.235276576
evm.TU.chromosome_12.24,-0.235008379
evm.TU.chromosome_1.1707,-0.23465309
evm.TU.chromosome_10.307,-0.234611904
evm.TU.chromosome_13.2803,0.234642428
evm.TU.chromosome_10.2182,0.234551814
evm.TU.chromosome_8.602,0.234318202
evm.TU.chromosome_9.2096,-0.234351244
evm.TU.chromosome_12.1105,-0.233863578
evm.TU.chromosome_13.1922,0.234012042
evm.TU.chromosome_14.327,0.233804706
evm.TU.chromosome_8.365,0.23395411
evm.TU.chromosome_9.2346,-0.233799569
evm.TU.chromosome_11.212,0.233548104
evm.TU.chromosome_7.2051,-0.233498867
evm.TU.chromosome_13.3366,-0.233255944
evm.TU.chromosome_11.558,-0.233038798
evm.TU.chromosome_13.3467,-0.232920608
evm.TU.chromosome_10.223,0.232596822
evm.TU.chromosome_14.6799,-0.232681539
evm.TU.chromosome_3.591,-0.232563036
evm.TU.chromosome_6.936,-0.232610686
evm.TU.chromosome_8.1902,-0.232604287
evm.TU.chromosome_11.2630_evm.TU.chromosome_11.2632,-0.232388842
evm.TU.chromosome_12.3985,0.23241142
evm.TU.chromosome_8.331,0.232485953
evm.TU.chromosome_14.394,-0.232223915
evm.TU.chromosome_10.1686,0.23195926
evm.TU.chromosome_11.967,-0.231926692
evm.TU.chromosome_8.1281,0.231931341
evm.TU.chromosome_11.1139,0.231720207
evm.TU.chromosome_3.1672,0.23169645
evm.TU.chromosome_9.2794,-0.231578644
evm.TU.chromosome_5.1218,-0.231513407
evm.TU.chromosome_14.187,-0.231426525
evm.TU.chromosome_9.53,0.231123434
evm.TU.chromosome_1.1243,-0.23102141
evm.TU.chromosome_6.143,0.230916709
evm.TU.chromosome_6.1599,0.230865295
evm.TU.chromosome_10.622,0.230777476
evm.TU.chromosome_1.654,0.23017433
evm.TU.chromosome_12.922,-0.230254604
evm.TU.chromosome_13.1124,0.230230083
evm.TU.chromosome_14.1399,-0.230218061
evm.TU.chromosome_5.2146,-0.23000861
evm.TU.chromosome_1.1104,-0.229744791
evm.TU.chromosome_1.1489,-0.229674856
evm.TU.chromosome_14.5935,-0.229837239
evm.TU.chromosome_2.1810,-0.229690237
evm.TU.chromosome_7.2380,-0.229716102
evm.TU.chromosome_12.2005,0.229275097
evm.TU.chromosome_13.4042,0.229335464
evm.TU.chromosome_6.2385,-0.229299256
evm.TU.chromosome_11.2496,0.228703586
evm.TU.chromosome_1.340,0.228641976
evm.TU.chromosome_2.1987,-0.228216373
evm.TU.chromosome_10.2721,-0.228098296
evm.TU.chromosome_12.3699,-0.227930184
evm.TU.chromosome_12.2507,-0.227857733
evm.TU.chromosome_14.5088_evm.TU.chromosome_14.5091,-0.227760216
evm.TU.chromosome_14.75,-0.227775341
evm.TU.chromosome_3.843,-0.227685648
evm.TU.chromosome_6.2358,-0.227566191
evm.TU.chromosome_6.598,-0.227444285
evm.TU.chromosome_14.4915,-0.226667791
evm.TU.chromosome_14.1084,0.2265478
evm.TU.chromosome_10.35,0.226443175
evm.TU.chromosome_6.234,-0.226380482
evm.TU.chromosome_13.498,0.226127421
evm.TU.chromosome_14.2832,-0.226067873
evm.TU.chromosome_8.2196,-0.226083754
evm.TU.chromosome_7.846,0.226005303
evm.TU.chromosome_14.5834,-0.225717235
evm.TU.chromosome_14.7266,0.225545294
evm.TU.chromosome_12.2217,0.225442714
evm.TU.chromosome_13.2436,-0.225110289
evm.TU.chromosome_2.140,-0.22517616
evm.TU.chromosome_2.350,-0.225102558
evm.TU.chromosome_4.1014,-0.22514088
evm.TU.chromosome_2.1853,0.224921404
evm.TU.chromosome_5.1807,-0.224972585
evm.TU.chromosome_14.7286,-0.224856674
evm.TU.chromosome_13.292,0.224678902
evm.TU.chromosome_12.2656,-0.22460368
evm.TU.chromosome_12.262,0.224534364
evm.TU.chromosome_13.3706,-0.224372624
evm.TU.chromosome_2.1748,0.224356693
evm.TU.chromosome_12.2118,0.224200983
evm.TU.chromosome_10.2850,-0.22389611
evm.TU.chromosome_12.3783,-0.223822335
evm.TU.chromosome_12.739,-0.223924999
evm.TU.chromosome_2.1979,0.223797894
evm.TU.chromosome_8.1458,0.223866833
evm.TU.chromosome_8.1940,-0.223760629
evm.TU.chromosome_10.998,0.223313132
evm.TU.chromosome_5.775,0.223332918
evm.TU.chromosome_8.132,-0.223233347
evm.TU.chromosome_7.923,0.22316645
evm.TU.chromosome_14.7291,0.222833133
evm.TU.chromosome_6.2759,-0.22264457
evm.TU.chromosome_11.2184,-0.222102126
evm.TU.chromosome_14.2619,0.221907513
evm.TU.chromosome_11.76,-0.22172793
evm.TU.chromosome_1.1160,-0.22125351
evm.TU.chromosome_13.290,0.221302269
evm.TU.chromosome_7.115,0.22102897
evm.TU.chromosome_12.3194,-0.220734909
evm.TU.chromosome_4.1329,0.220768132
evm.TU.chromosome_6.2475,0.220281594
evm.TU.chromosome_3.18,-0.22007765
evm.TU.chromosome_14.6102,-0.219845602
evm.TU.chromosome_2.72,0.219767175
evm.TU.chromosome_12.3143,-0.219587486
evm.TU.chromosome_4.1911,0.219612564
evm.TU.chromosome_13.3519,-0.219329394
evm.TU.chromosome_6.1853,0.219231118
evm.TU.chromosome_7.1668,0.219094715
evm.TU.chromosome_8.140,0.218765184
evm.TU.chromosome_14.4530,-0.218624351
evm.TU.chromosome_12.2400,-0.218414867
evm.TU.chromosome_2.1179,0.21831797
evm.TU.chromosome_1.1534,-0.218205696
evm.TU.chromosome_11.1168,0.218049541
evm.TU.chromosome_2.1197,0.218065123
evm.TU.chromosome_8.94,-0.218123182
evm.TU.chromosome_10.1039,-0.217840097
evm.TU.chromosome_6.1772,-0.217355964
evm.TU.chromosome_1.1582,-0.216972546
evm.TU.chromosome_3.1029,-0.217172434
evm.TU.chromosome_7.1323,-0.217028501
evm.TU.chromosome_8.1823,0.217042138
evm.TU.chromosome_8.2240,-0.217096478
evm.TU.chromosome_13.3667,-0.216529142
evm.TU.chromosome_12.1509,-0.216113384
evm.TU.chromosome_1.1854,0.21600982
evm.TU.chromosome_14.5516,0.215993202
evm.TU.chromosome_11.2142,0.21585004
evm.TU.chromosome_1.1524,0.215449924
evm.TU.chromosome_11.1980,0.215405353
evm.TU.chromosome_6.25,0.215142691
evm.TU.chromosome_10.2856,-0.21449221
evm.TU.chromosome_14.2452,-0.214304459
evm.TU.chromosome_9.1743,0.214271944
evm.TU.chromosome_13.3468,-0.214149405
evm.TU.chromosome_2.24,0.2141257
evm.TU.chromosome_9.1068,-0.213791021
evm.TU.chromosome_11.2419,-0.213552909
evm.TU.chromosome_12.3707,-0.213474599
evm.TU.chromosome_14.5216,-0.213208033
evm.TU.chromosome_2.421,-0.213143881
evm.TU.chromosome_5.1970,-0.213183981
evm.TU.chromosome_11.48,-0.213007881
evm.TU.chromosome_10.2222,-0.212781402
evm.TU.chromosome_12.1914,-0.212629664
evm.TU.chromosome_12.2381,-0.212683935
evm.TU.chromosome_14.3553,0.212472001
evm.TU.chromosome_13.1021,-0.212217443
evm.TU.chromosome_14.1387,-0.212316363
evm.TU.chromosome_14.4354,-0.212377844
evm.TU.chromosome_2.886,-0.212168216
evm.TU.chromosome_4.1970,-0.212232615
evm.TU.chromosome_8.1060,-0.212097963
evm.TU.chromosome_12.103,-0.211919731
evm.TU.chromosome_8.2235,-0.211662224
evm.TU.chromosome_6.59,0.21150337
evm.TU.chromosome_9.1134,-0.211247086
evm.TU.chromosome_11.1847,0.210997125
evm.TU.chromosome_6.1867,-0.210852792
evm.TU.chromosome_13.279,-0.210674394
evm.TU.chromosome_6.1484,0.210498834
evm.TU.chromosome_9.2720,0.210347156
evm.TU.chromosome_10.2934,0.210061509
evm.TU.chromosome_11.1581,-0.210163681
evm.TU.chromosome_5.1665,0.210080928
evm.TU.chromosome_9.2016,-0.209785571
evm.TU.chromosome_10.1675,0.209308236
evm.TU.chromosome_10.2696,-0.20946124
evm.TU.chromosome_10.447,0.209224005
evm.TU.chromosome_10.635,0.209247174
evm.TU.chromosome_13.1697,-0.209543608
evm.TU.chromosome_14.1260,-0.209434813
evm.TU.chromosome_6.1917,-0.209645273
evm.TU.chromosome_6.2031,-0.209533911
evm.TU.chromosome_7.1812,-0.209229017
evm.TU.chromosome_10.2618,0.208370122
evm.TU.chromosome_11.2334,-0.208357518
evm.TU.chromosome_14.514,-0.208136277
evm.TU.chromosome_14.5202,0.208083642
evm.TU.chromosome_6.1049,0.208365568
evm.TU.chromosome_6.1050,-0.208178022
evm.TU.chromosome_6.2107,-0.208542791
evm.TU.chromosome_7.1659,0.208066486
evm.TU.chromosome_7.861,-0.208338733
evm.TU.chromosome_9.111,-0.208150382
