"","C4","C5","C9","D4","D5","D6","E10","E11","E3","F7","F8","F9","H1","I1","I2","I3","J13","J14","J15","K2","K3","L6","M2","M3","N4","O2","Q1","Q11","Q4","R7","R8"
"evm.TU.chromosome_1.1874",0,0,2,1,4,1,1,1,1,1,0,6,1,4,0,2,3,1,0,0,0,1,2,0,1,3,3,5,4,0,4
"evm.TU.chromosome_1.1875",29,16,106,39,93,35,42,49,57,6,37,37,38,70,195,45,100,151,27,42,18,53,19,59,83,35,44,38,163,41,56
"evm.TU.chromosome_1.1876",17,3,28,23,75,18,26,17,35,5,25,34,23,56,109,30,36,95,9,19,6,25,15,22,43,29,11,18,93,17,33
"evm.TU.chromosome_1.1877",77,18,137,44,148,17,54,52,61,12,43,63,64,98,134,27,75,198,10,99,17,113,21,50,83,68,83,44,232,101,178
"evm.TU.chromosome_1.1878",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1879",4,6,8,2,4,6,2,5,12,2,0,10,10,12,6,7,13,12,6,2,3,12,3,11,7,11,8,6,6,4,8
"evm.TU.chromosome_1.188",15,11,9,5,14,10,9,8,5,7,6,19,4,5,3,4,23,29,4,11,1,10,5,3,13,6,8,8,32,5,16
"evm.TU.chromosome_1.1880",81,54,55,45,119,49,74,51,79,22,57,98,40,161,78,46,136,162,56,101,41,70,42,62,66,67,47,76,207,54,100
"evm.TU.chromosome_1.1881",10,3,7,2,4,1,7,2,4,6,4,5,2,8,1,3,4,4,0,1,0,1,2,3,4,4,4,2,19,3,6
"evm.TU.chromosome_1.1882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1884",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1885",0,1,0,1,1,0,1,0,1,0,0,2,0,3,1,0,0,0,0,4,1,0,0,1,0,0,0,1,2,2,0
"evm.TU.chromosome_1.1886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1887",0,1,0,1,3,0,0,1,0,0,0,0,0,2,0,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1888",18,17,15,15,41,32,8,13,24,9,6,17,13,60,17,15,19,26,5,13,10,20,6,16,14,6,20,42,87,16,18
"evm.TU.chromosome_1.1889",0,2,2,0,2,0,2,0,2,0,1,2,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,1
"evm.TU.chromosome_1.189",27,4,5,3,39,5,21,6,11,2,33,20,3,13,32,5,16,53,11,42,2,3,13,6,5,32,4,9,52,4,21
"evm.TU.chromosome_1.1890",0,0,1,0,3,3,0,0,0,0,2,2,3,1,1,0,2,2,0,1,1,1,0,0,0,1,0,2,2,1,2
"evm.TU.chromosome_1.1891",128,17,56,100,330,59,390,93,112,11,324,24,110,161,276,17,73,290,3,380,38,78,111,30,118,309,98,102,654,126,228
"evm.TU.chromosome_1.1892",2,0,1,1,2,3,1,0,1,3,1,2,2,2,1,2,4,2,0,0,0,1,3,2,1,2,1,1,2,2,0
"evm.TU.chromosome_1.1893",0,1,0,0,2,1,2,1,3,2,0,0,1,2,0,3,4,8,0,1,0,1,1,0,1,1,0,0,1,3,0
"evm.TU.chromosome_1.1894",10,7,5,7,16,7,12,5,9,8,7,26,7,24,7,2,13,14,5,11,2,11,10,7,4,22,6,8,42,9,13
"evm.TU.chromosome_1.1895",30,24,20,31,50,48,42,26,47,20,19,51,18,92,39,16,54,50,25,32,27,33,17,42,48,42,28,33,130,20,42
"evm.TU.chromosome_1.1896_evm.TU.chromosome_1.1897",11,3,13,13,38,6,30,14,13,3,58,24,6,25,40,12,8,23,4,6,2,9,5,6,20,22,30,12,62,9,9
"evm.TU.chromosome_1.1898",1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0
"evm.TU.chromosome_1.1899",33,5,3,4,60,13,38,37,24,3,17,12,4,32,42,9,32,72,4,19,4,19,18,6,21,25,12,19,121,19,51
"evm.TU.chromosome_1.19",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.190",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0
"evm.TU.chromosome_1.1900",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1
"evm.TU.chromosome_1.1901",2,1,5,3,6,6,3,1,4,2,3,10,8,6,9,4,8,9,2,2,4,2,0,3,8,1,1,5,13,2,8
"evm.TU.chromosome_1.1902",4,15,8,19,25,19,11,8,19,11,14,42,24,33,4,6,34,27,21,20,9,17,3,21,29,16,9,26,34,6,13
"evm.TU.chromosome_1.1903",2,0,4,2,1,1,0,0,1,0,0,0,0,3,1,0,1,2,3,1,1,0,1,0,0,2,0,4,2,1,1
"evm.TU.chromosome_1.1904",18,3,13,4,30,13,33,37,11,3,16,4,9,38,33,3,14,44,0,29,1,13,1,0,9,33,16,22,32,22,23
"evm.TU.chromosome_1.1905",3,4,0,1,0,1,1,1,3,0,1,0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,2,3,4,2,0
"evm.TU.chromosome_1.1906",7,8,10,7,8,8,5,4,10,4,3,10,6,15,8,3,14,19,15,5,7,4,1,9,10,5,8,12,21,6,12
"evm.TU.chromosome_1.1907",0,4,8,10,0,6,0,5,6,4,0,22,7,26,1,4,12,8,8,13,3,6,3,4,4,2,6,10,8,1,5
"evm.TU.chromosome_1.1908",0,0,0,0,1,1,3,0,0,0,1,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,1,2
"evm.TU.chromosome_1.1909",3,7,8,6,7,11,9,5,16,6,2,26,8,32,9,8,21,20,13,7,7,8,2,13,13,15,7,20,17,9,14
"evm.TU.chromosome_1.191",3,8,11,7,4,8,13,6,14,1,6,20,17,15,7,4,20,10,8,10,8,11,2,8,15,13,13,8,18,7,3
"evm.TU.chromosome_1.1910",23,9,23,22,31,16,16,13,11,7,34,17,13,46,45,12,82,73,21,13,9,24,13,11,35,29,20,19,70,13,35
"evm.TU.chromosome_1.192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.193",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"evm.TU.chromosome_1.194",1,2,1,6,4,12,2,0,1,5,8,22,3,7,7,1,26,26,5,2,4,1,3,2,10,8,3,2,16,2,3
"evm.TU.chromosome_1.195",2,2,3,6,2,4,2,1,2,1,3,7,1,8,8,1,8,18,3,2,0,4,1,1,6,6,2,9,11,1,2
"evm.TU.chromosome_1.196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.197",6,2,5,1,0,2,0,0,0,2,0,0,2,17,1,5,4,5,1,4,0,1,4,1,10,10,1,0,0,2,2
"evm.TU.chromosome_1.198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.2",2,2,5,4,8,5,3,1,5,1,6,6,3,3,4,4,7,3,1,5,3,2,0,3,6,0,3,3,8,6,5
"evm.TU.chromosome_1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.200",0,0,1,1,2,2,5,2,11,0,0,1,0,3,0,0,2,0,0,0,0,3,0,2,1,0,0,1,0,1,2
"evm.TU.chromosome_1.201",9,8,9,15,52,8,12,11,17,7,20,17,11,45,41,6,29,64,12,32,13,18,13,10,16,39,17,19,83,22,39
"evm.TU.chromosome_1.202",0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,2,0,2,0,4,0,1,0,0,2,1,1,0,3,0,4
"evm.TU.chromosome_1.203",3,0,0,2,4,0,8,1,0,0,2,1,1,3,4,0,2,5,0,3,1,0,1,0,1,1,2,1,6,0,0
"evm.TU.chromosome_1.204",2,3,4,4,9,7,1,4,4,1,7,7,1,4,1,2,3,7,5,0,2,0,0,0,4,7,4,7,10,2,7
"evm.TU.chromosome_1.205",203,132,139,84,222,167,123,96,157,113,107,224,99,363,126,125,175,217,118,140,53,137,98,143,161,219,103,200,348,155,234
"evm.TU.chromosome_1.206",18,14,14,26,39,28,13,15,33,9,16,29,14,68,28,35,36,32,12,20,18,18,10,19,13,20,15,19,35,16,20
"evm.TU.chromosome_1.207",2,4,9,23,4,11,3,8,12,6,3,13,18,44,10,15,16,15,3,2,5,11,0,2,6,3,5,26,15,25,2
"evm.TU.chromosome_1.208",2,3,1,3,6,2,3,2,1,0,3,2,3,2,6,0,7,2,0,6,0,1,2,1,2,3,1,3,2,3,8
"evm.TU.chromosome_1.209",4,1,5,3,7,8,11,7,13,4,3,8,3,20,17,6,3,6,5,4,0,7,0,7,7,7,3,7,14,5,10
"evm.TU.chromosome_1.21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.210",17,13,24,15,71,24,25,29,30,11,32,32,22,79,37,27,56,62,13,26,11,35,16,16,36,33,34,37,100,24,62
"evm.TU.chromosome_1.211",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.212",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.213",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.219",20,4,17,11,24,15,14,10,13,8,9,22,8,16,13,3,25,39,12,21,8,21,9,5,13,19,9,20,63,13,30
"evm.TU.chromosome_1.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.220",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0
"evm.TU.chromosome_1.221",8,9,9,14,5,5,1,18,11,6,1,18,6,32,2,10,39,8,7,3,9,10,3,8,22,2,14,13,12,14,9
"evm.TU.chromosome_1.222",73,35,31,31,94,53,47,31,47,28,25,41,30,96,34,30,82,107,25,34,23,43,14,29,56,70,29,64,146,43,87
"evm.TU.chromosome_1.223",2,0,3,1,1,0,1,0,1,1,1,4,1,3,0,0,1,0,1,2,2,3,3,2,2,1,1,3,5,2,2
"evm.TU.chromosome_1.224",7,7,11,7,10,12,3,3,11,3,0,4,4,22,5,5,1,1,2,1,1,6,2,2,7,2,6,9,10,6,7
"evm.TU.chromosome_1.225",2,3,4,4,0,3,1,0,1,0,1,7,0,4,2,2,3,0,1,2,3,2,0,3,0,0,2,5,2,2,5
"evm.TU.chromosome_1.226",0,2,0,10,1,6,3,5,5,0,1,4,3,10,4,3,1,1,1,1,0,7,2,3,2,4,10,11,9,2,1
"evm.TU.chromosome_1.227",16,1,6,3,8,0,19,4,1,1,20,4,7,10,24,3,2,31,0,38,4,1,1,1,2,7,7,3,11,2,10
"evm.TU.chromosome_1.228",2,1,1,1,3,4,2,4,3,0,2,7,2,9,1,2,3,0,6,0,1,3,5,3,3,2,3,6,8,2,3
"evm.TU.chromosome_1.229",42,13,25,7,53,24,26,16,22,9,20,38,20,38,19,25,39,55,15,38,14,30,23,15,24,33,6,30,107,19,52
"evm.TU.chromosome_1.23",0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,2,1,0,0
"evm.TU.chromosome_1.230",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.232",2,2,0,4,1,2,0,1,8,3,0,5,3,4,0,2,6,0,1,1,1,2,1,3,5,0,1,1,1,2,2
"evm.TU.chromosome_1.233",1,0,0,0,4,1,0,0,1,0,0,0,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
"evm.TU.chromosome_1.234",251,50,187,99,402,76,370,64,158,31,307,240,170,281,576,64,307,870,115,333,85,127,95,55,134,272,146,138,753,127,250
"evm.TU.chromosome_1.235",73,22,37,18,85,48,33,22,36,19,35,49,25,68,72,34,61,127,30,108,16,42,38,33,29,99,26,32,208,20,94
"evm.TU.chromosome_1.236",5,4,1,1,4,2,2,1,2,3,1,3,2,5,2,0,3,1,4,4,1,3,1,0,4,4,2,0,10,0,2
"evm.TU.chromosome_1.237",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"evm.TU.chromosome_1.238",0,13,3,5,4,5,1,1,6,0,0,5,0,11,0,2,6,0,4,3,6,4,0,12,7,13,8,13,7,5,5
"evm.TU.chromosome_1.239",2,6,5,1,0,3,0,0,5,12,4,21,2,47,16,17,3,5,7,1,3,7,2,13,2,2,21,38,17,2,2
"evm.TU.chromosome_1.24",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.240",66,45,36,48,192,77,67,39,62,29,37,54,28,79,67,44,81,202,117,129,34,25,40,20,62,97,30,44,217,29,77
"evm.TU.chromosome_1.241",4,0,0,0,6,4,1,0,2,0,0,1,1,5,2,0,2,1,1,6,0,0,0,0,0,2,0,1,5,0,0
"evm.TU.chromosome_1.242",67,29,39,23,77,29,91,26,60,20,49,56,20,74,51,28,59,161,28,54,22,25,32,17,28,47,18,31,167,26,62
"evm.TU.chromosome_1.243",2,3,2,1,2,5,4,8,10,1,7,5,3,9,8,5,3,2,5,2,3,3,2,1,2,2,7,8,6,3,1
"evm.TU.chromosome_1.244",1,2,1,1,0,0,1,4,1,0,1,3,0,0,0,0,3,2,2,1,0,3,0,2,0,0,0,0,2,0,1
"evm.TU.chromosome_1.245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.248",0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1
"evm.TU.chromosome_1.249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.25",0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,2,1
"evm.TU.chromosome_1.250",0,0,0,3,2,1,4,3,4,0,0,4,1,0,0,1,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"evm.TU.chromosome_1.251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.252",0,0,7,16,27,5,13,1,3,0,2,3,3,1,3,0,4,12,4,0,1,0,3,1,3,3,0,0,25,9,4
"evm.TU.chromosome_1.253",9,17,55,24,15,9,58,65,80,1,7,6,105,103,54,78,88,55,9,52,53,66,23,29,77,30,59,110,93,68,14
"evm.TU.chromosome_1.254",2,1,1,0,0,5,0,1,2,0,0,0,0,6,1,1,0,2,0,0,0,4,0,1,1,1,0,0,1,1,3
"evm.TU.chromosome_1.255",0,0,1,4,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0
"evm.TU.chromosome_1.256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3
"evm.TU.chromosome_1.258",18,13,36,10,5,16,13,12,14,29,82,159,2,2,1,1,41,29,10,0,1,0,0,1,5,1,0,2,1,29,33
"evm.TU.chromosome_1.259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1
"evm.TU.chromosome_1.26",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.260",0,0,0,1,0,1,0,1,0,2,0,4,0,0,0,0,2,11,1,0,0,0,0,0,1,0,3,0,2,0,0
"evm.TU.chromosome_1.261",5,1,1,0,0,0,2,7,3,0,3,2,5,0,0,0,0,4,3,1,2,0,0,0,0,0,1,3,3,4,0
"evm.TU.chromosome_1.262",0,1,0,6,4,0,5,0,0,0,5,0,3,3,4,0,0,3,0,3,1,3,0,1,4,6,2,1,4,4,2
"evm.TU.chromosome_1.263",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"evm.TU.chromosome_1.264",0,2,4,3,5,0,0,0,0,0,3,1,3,10,10,2,8,2,2,2,0,3,2,4,11,6,4,3,11,5,1
"evm.TU.chromosome_1.265",0,2,0,0,0,0,0,0,0,0,2,7,2,0,0,1,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0
"evm.TU.chromosome_1.266",0,1,1,2,0,3,0,0,5,0,0,11,2,2,1,1,2,0,2,2,1,4,0,4,2,1,2,5,1,1,0
"evm.TU.chromosome_1.267",0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.268",2,1,6,1,4,1,3,1,5,1,0,11,4,0,0,0,5,4,2,11,2,2,1,4,3,3,2,3,3,2,2
"evm.TU.chromosome_1.269",10,7,10,12,28,16,15,13,23,20,12,20,18,28,6,8,29,35,21,23,15,17,16,17,34,17,7,21,22,8,19
"evm.TU.chromosome_1.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.270",7,2,6,11,25,5,9,5,16,0,3,13,8,14,7,5,14,17,5,5,5,7,3,8,16,9,6,9,17,3,3
"evm.TU.chromosome_1.271",29,8,12,48,151,31,20,29,22,24,64,49,30,94,101,19,63,108,19,52,16,54,29,23,43,58,24,32,148,42,80
"evm.TU.chromosome_1.272",12,7,13,27,17,27,24,12,16,8,13,18,14,41,14,7,19,26,11,25,13,11,16,11,29,17,18,18,56,7,13
"evm.TU.chromosome_1.273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.274",0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.275",1,0,6,5,9,2,8,4,4,0,0,3,3,8,3,5,8,12,7,2,1,8,0,0,4,2,6,12,8,24,7
"evm.TU.chromosome_1.276",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"evm.TU.chromosome_1.277",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.278",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"evm.TU.chromosome_1.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.280",0,0,1,1,2,2,5,0,0,0,0,0,2,0,0,2,1,4,0,0,0,0,0,0,0,0,1,9,3,1,2
"evm.TU.chromosome_1.281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.283",0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0
"evm.TU.chromosome_1.284",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.287",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0
"evm.TU.chromosome_1.288",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.289",0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,2,1,2,2,4,1,0,0,2,0,0
"evm.TU.chromosome_1.29",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0
"evm.TU.chromosome_1.290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.294",10,10,24,21,24,19,17,12,30,12,10,45,48,65,31,16,30,51,11,29,16,29,4,16,27,15,20,21,23,20,7
"evm.TU.chromosome_1.295",3,6,7,11,7,9,1,2,10,6,3,14,10,31,3,5,17,10,5,3,2,5,2,7,14,4,6,10,9,5,8
"evm.TU.chromosome_1.296",29,15,33,24,60,23,55,20,32,28,47,60,57,35,36,13,53,95,9,62,56,50,28,20,47,37,58,57,180,16,26
"evm.TU.chromosome_1.297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.298",2,1,0,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,4,4,4
"evm.TU.chromosome_1.299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.3",9,4,7,2,10,2,5,1,2,2,3,9,2,5,9,2,5,16,3,13,4,5,7,2,7,13,1,10,19,1,12
"evm.TU.chromosome_1.30",5,27,41,13,1,12,1,12,5,3,6,64,29,12,2,2,32,10,0,0,10,42,3,4,24,0,0,6,3,61,10
"evm.TU.chromosome_1.300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.301",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.302",0,0,2,0,3,0,0,3,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,1,2,0,3,1,3,0,0
"evm.TU.chromosome_1.303",6,9,9,12,13,28,11,0,16,4,12,12,13,33,13,20,17,39,11,7,13,33,22,10,45,32,19,19,83,24,23
"evm.TU.chromosome_1.304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.306",1,1,2,0,4,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2,2,2,6,0,0
"evm.TU.chromosome_1.307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.308",3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.31",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"evm.TU.chromosome_1.310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.312",0,0,0,1,0,0,0,0,3,0,1,2,0,2,1,1,0,0,1,1,3,0,2,1,0,2,1,0,0,0,0
"evm.TU.chromosome_1.313",0,0,2,3,0,3,0,0,2,2,2,13,0,4,3,6,0,0,0,4,3,0,0,3,4,7,1,0,0,5,5
