"","C4","C5","C9","D4","D5","D6","E10","E11","E3","F7","F8","F9","H1","I1","I2","I3","J13","J14","J15","K2","K3","L6","M2","M3","N4","O2","Q1","Q11","Q4","R7","R8"
"evm.TU.chromosome_1.1712",12,0,0,1,15,0,18,2,1,0,2,3,1,1,9,0,1,2,1,2,1,2,4,9,6,13,0,0,3,3,2
"evm.TU.chromosome_1.1713",13,6,11,6,30,20,12,12,19,6,5,9,9,41,14,5,29,42,18,12,5,12,6,5,14,13,8,16,49,18,15
"evm.TU.chromosome_1.1714",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"evm.TU.chromosome_1.1715",0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1716",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1717",2,2,3,0,1,3,1,4,1,1,0,3,0,9,3,0,3,3,2,1,0,3,0,1,2,0,1,0,4,1,2
"evm.TU.chromosome_1.1718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.172",1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,1,0,1,1,0,0,0
"evm.TU.chromosome_1.1720",2,0,1,1,2,2,5,2,3,0,13,8,2,8,25,2,4,18,3,0,0,0,1,0,6,15,1,1,18,2,5
"evm.TU.chromosome_1.1721",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1722",1,0,2,3,2,0,1,0,3,1,0,2,1,1,4,0,1,4,0,0,0,0,0,1,1,2,2,1,2,1,5
"evm.TU.chromosome_1.1723",0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,3,0
"evm.TU.chromosome_1.1724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1725",0,0,0,1,2,0,0,1,1,0,1,0,0,5,0,1,0,1,0,0,0,2,0,0,1,1,0,1,0,4,5
"evm.TU.chromosome_1.1726",1,2,7,0,0,1,0,1,2,0,0,3,3,4,1,0,3,1,0,0,0,1,0,2,2,2,0,0,2,1,0
"evm.TU.chromosome_1.1727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1728",4,3,7,2,9,3,4,4,7,1,3,5,1,16,3,6,6,7,3,3,2,6,2,2,9,8,2,12,17,4,7
"evm.TU.chromosome_1.1729",24,17,25,10,32,30,13,20,54,14,3,44,13,26,14,30,29,16,13,28,11,22,10,32,24,15,9,30,41,14,30
"evm.TU.chromosome_1.173",0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1730_evm.TU.chromosome_1.1731",9,5,6,1,16,2,7,3,5,1,4,6,1,13,7,5,6,15,3,5,0,6,2,7,5,12,2,2,17,4,10
"evm.TU.chromosome_1.1732",2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
"evm.TU.chromosome_1.1733",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1734",1,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3,0,0
"evm.TU.chromosome_1.1735",1,1,2,4,1,0,1,1,1,1,0,4,2,4,0,1,4,1,2,0,0,1,0,1,1,0,0,2,0,1,0
"evm.TU.chromosome_1.1736",0,20,27,3,4,1,0,8,4,0,2,3,12,51,4,15,29,9,4,0,3,17,0,0,15,1,4,9,2,0,1
"evm.TU.chromosome_1.1737",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.174",0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0
"evm.TU.chromosome_1.1740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1742",25,8,17,0,0,0,5,5,12,1,0,0,0,2,4,1,0,0,0,1,0,1,0,0,7,5,4,11,37,1,0
"evm.TU.chromosome_1.1743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1746",4,0,1,1,3,0,1,0,2,0,0,2,2,1,4,1,1,1,4,2,1,2,0,1,1,0,2,3,4,0,1
"evm.TU.chromosome_1.1747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1748",0,3,1,0,0,0,0,0,1,1,1,2,2,2,0,0,4,1,0,0,0,0,1,1,1,0,2,2,1,1,0
"evm.TU.chromosome_1.1749",4,1,1,2,7,0,1,1,3,0,1,5,3,2,3,0,1,4,1,6,2,3,2,1,3,1,5,2,10,2,3
"evm.TU.chromosome_1.175",1,0,2,9,2,3,12,2,7,0,4,3,5,7,4,1,1,1,0,4,0,2,0,0,0,2,5,2,9,9,3
"evm.TU.chromosome_1.1750",0,0,2,0,1,0,1,0,1,0,1,1,2,0,4,0,0,1,0,2,2,0,1,1,0,2,0,0,1,0,0
"evm.TU.chromosome_1.1751",23,29,27,14,17,40,10,17,23,17,8,38,25,63,16,22,52,24,17,12,18,23,9,27,28,28,11,42,61,25,29
"evm.TU.chromosome_1.1752",8,3,8,5,7,5,6,9,12,3,2,7,10,27,7,4,8,8,9,16,4,12,2,6,10,2,11,9,21,7,10
"evm.TU.chromosome_1.1753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1754",0,0,0,1,0,2,1,1,1,0,1,5,0,2,2,1,1,1,1,0,0,1,1,3,1,1,1,0,3,1,1
"evm.TU.chromosome_1.1755",2,0,5,3,8,3,0,0,9,2,2,7,4,3,6,3,6,3,0,3,1,4,2,3,2,4,2,1,8,0,0
"evm.TU.chromosome_1.1756",4,0,4,2,7,0,3,3,3,1,2,6,1,3,1,6,5,11,0,4,3,2,2,2,3,2,1,2,12,2,2
"evm.TU.chromosome_1.1757",22,30,19,10,39,18,12,3,15,52,55,76,92,193,98,73,24,44,11,134,63,43,28,36,65,72,34,68,148,60,128
"evm.TU.chromosome_1.1758",0,1,0,0,2,1,0,0,0,1,6,4,2,1,1,0,10,10,11,1,1,6,2,2,0,1,4,4,5,3,1
"evm.TU.chromosome_1.1759",1,0,4,1,2,0,2,0,0,0,4,7,0,5,2,1,4,3,0,3,0,4,0,0,1,2,0,5,1,0,1
"evm.TU.chromosome_1.176",0,0,0,0,0,1,1,1,2,2,0,2,2,1,0,0,0,2,0,1,0,0,0,1,1,0,2,1,1,1,0
"evm.TU.chromosome_1.1760",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"evm.TU.chromosome_1.1761",57,6,32,20,147,7,96,11,11,8,132,19,28,44,118,9,26,161,4,66,7,12,76,2,33,81,25,24,206,17,71
"evm.TU.chromosome_1.1762",3,16,6,8,17,16,4,4,11,8,3,13,5,27,4,10,21,4,7,4,1,5,4,5,9,10,3,18,11,14,31
"evm.TU.chromosome_1.1763",0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
"evm.TU.chromosome_1.1764",0,0,7,7,4,4,3,5,7,1,2,0,1,4,0,3,5,5,0,1,2,1,1,2,1,2,1,3,5,4,3
"evm.TU.chromosome_1.1765",0,0,0,1,4,1,0,1,1,0,0,3,0,1,0,0,1,0,0,0,1,2,0,0,2,0,0,2,0,0,0
"evm.TU.chromosome_1.1766",0,0,0,0,1,1,1,4,5,2,1,2,2,0,0,0,1,5,1,2,0,1,2,3,2,1,0,0,12,0,7
"evm.TU.chromosome_1.1767",53,17,19,12,52,19,18,11,17,11,22,16,21,28,23,10,23,41,5,28,10,9,16,7,30,56,6,15,72,13,47
"evm.TU.chromosome_1.1768",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1769",112,18,48,14,187,45,91,44,63,42,54,52,26,85,72,22,43,169,38,58,16,25,82,33,58,115,26,37,213,38,143
"evm.TU.chromosome_1.1770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1772",0,1,0,1,4,1,2,1,1,0,0,2,3,4,0,1,5,1,1,4,0,2,1,0,1,0,1,3,6,0,1
"evm.TU.chromosome_1.1773",6,2,1,0,7,1,5,2,3,1,12,9,3,8,12,2,1,1,0,4,1,1,0,1,2,2,3,5,8,2,1
"evm.TU.chromosome_1.1774",0,0,0,0,0,0,0,1,0,0,2,0,0,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1775",0,0,2,2,1,0,0,2,2,1,0,2,2,2,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1
"evm.TU.chromosome_1.1776",3,0,3,1,10,4,0,1,8,3,5,10,3,10,8,5,6,10,3,9,6,6,4,7,6,12,0,2,13,3,7
"evm.TU.chromosome_1.1777",0,5,10,1,0,5,3,8,10,5,0,4,9,20,2,6,15,6,7,4,6,4,1,7,3,2,4,8,6,6,7
"evm.TU.chromosome_1.1778",0,0,1,0,4,1,0,1,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,2,1,0,0,1,2,0
"evm.TU.chromosome_1.1779",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.177_evm.TU.chromosome_1.179",3,1,3,2,10,8,2,6,5,3,2,6,4,7,6,2,7,7,5,6,5,4,6,5,9,4,4,8,28,3,16
"evm.TU.chromosome_1.178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1780",10,6,5,2,34,8,8,7,11,3,16,6,6,15,14,2,12,23,4,20,6,9,8,9,6,16,3,8,52,6,17
"evm.TU.chromosome_1.1781",5,2,4,8,6,5,10,5,4,1,6,5,9,25,15,6,14,14,0,11,1,7,4,5,13,3,9,6,16,14,6
"evm.TU.chromosome_1.1782",6,7,6,8,4,7,1,3,9,3,4,5,9,10,3,5,13,7,3,0,2,8,0,5,4,1,6,7,8,4,4
"evm.TU.chromosome_1.1783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1784",119,35,33,39,236,58,128,68,91,20,100,79,57,233,185,38,152,299,40,121,36,51,57,45,93,209,36,58,374,65,176
"evm.TU.chromosome_1.1785",10,0,4,2,15,2,4,2,5,0,8,2,4,9,9,1,6,16,1,4,0,4,3,2,6,22,2,4,10,6,2
"evm.TU.chromosome_1.1786",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1787_evm.TU.chromosome_1.1788",1,4,7,1,2,5,1,0,6,2,1,5,3,13,3,6,10,6,3,1,6,5,0,2,4,2,3,5,6,3,1
"evm.TU.chromosome_1.1789",11,3,4,6,27,13,7,6,9,10,4,24,7,19,13,9,16,24,9,11,12,9,5,15,18,10,12,19,48,1,11
"evm.TU.chromosome_1.1790",0,3,1,0,0,2,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"evm.TU.chromosome_1.1791",3,1,1,0,1,1,4,0,1,1,1,2,2,3,7,0,4,3,0,1,1,4,2,1,1,4,1,2,1,3,8
"evm.TU.chromosome_1.1792",10,1,9,4,15,8,4,7,6,8,3,7,6,14,6,4,12,14,8,7,2,3,5,3,9,9,8,6,25,0,2
"evm.TU.chromosome_1.1793",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"evm.TU.chromosome_1.1794",539,408,814,559,943,405,956,420,594,249,764,531,593,898,1232,867,759,1131,257,604,363,327,413,322,742,764,609,564,1525,289,709
"evm.TU.chromosome_1.1795",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,13,0,2,1,0,0,0,0,1,2,0,0
"evm.TU.chromosome_1.1796",0,5,1,2,1,8,2,0,3,2,0,4,0,1,0,0,7,3,3,1,0,0,0,3,1,0,2,20,0,0,0
"evm.TU.chromosome_1.1797",0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2
"evm.TU.chromosome_1.1798",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"evm.TU.chromosome_1.1799",0,0,2,0,2,2,4,0,2,0,1,2,2,0,0,0,2,12,1,2,2,1,1,0,2,5,0,0,3,0,1
"evm.TU.chromosome_1.18",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.180",3,3,5,2,1,6,0,8,8,1,0,9,5,22,4,5,13,3,3,0,1,2,1,8,6,0,6,12,6,5,3
"evm.TU.chromosome_1.1800",384,84,131,83,504,137,392,91,230,135,211,241,106,268,343,96,253,729,176,371,99,131,218,137,190,399,103,133,777,122,554
"evm.TU.chromosome_1.1801",328,0,21,0,279,5,318,5,2,0,83,0,20,14,546,0,1,576,35,143,3,2,19,0,3,80,0,0,572,0,49
"evm.TU.chromosome_1.1802",65,0,4,0,22,1,25,1,0,0,8,0,2,4,45,0,1,93,8,3,0,0,3,0,1,15,0,1,98,1,7
"evm.TU.chromosome_1.1803",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1804",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"evm.TU.chromosome_1.1805",11,12,17,12,9,18,13,18,28,26,8,39,26,41,9,10,36,22,14,10,21,19,4,18,36,12,14,27,27,13,12
"evm.TU.chromosome_1.1806",5,10,31,17,7,4,9,5,13,4,12,15,20,42,3,11,23,19,3,8,7,15,4,8,29,10,21,15,30,13,8
"evm.TU.chromosome_1.1807",0,0,1,4,3,0,8,2,2,0,1,0,4,8,1,0,2,7,1,6,2,3,0,2,2,3,3,2,4,0,1
"evm.TU.chromosome_1.1808",0,0,0,1,0,1,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1809",9,8,16,4,26,14,11,5,13,14,9,24,9,21,12,4,18,25,14,19,8,23,8,12,17,18,11,15,29,14,11
"evm.TU.chromosome_1.181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1810",1,0,0,1,3,0,0,0,0,0,2,2,1,4,1,0,7,3,1,4,1,4,0,0,2,3,1,1,7,3,0
"evm.TU.chromosome_1.1811",2,1,4,2,3,2,2,0,4,0,0,1,3,3,2,3,6,2,0,0,3,1,1,0,2,2,1,3,9,2,1
"evm.TU.chromosome_1.1812",6,2,2,3,15,1,11,0,1,1,1,6,1,3,18,1,5,12,0,18,6,6,1,2,5,6,4,0,27,4,9
"evm.TU.chromosome_1.1813",5,0,4,2,14,2,1,1,3,1,4,4,0,5,2,1,10,16,1,3,1,4,4,0,3,4,1,3,10,6,13
"evm.TU.chromosome_1.1814",0,2,8,3,0,3,1,1,8,1,0,3,0,5,1,3,8,5,0,2,3,1,0,1,11,4,5,6,3,5,4
"evm.TU.chromosome_1.1815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1816",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1817",1,0,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.182",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1820_evm.TU.chromosome_1.1818",6,3,6,4,10,2,8,4,2,1,2,4,1,13,7,2,12,14,2,4,2,3,2,4,2,3,1,2,33,2,7
"evm.TU.chromosome_1.1821",1,2,1,0,0,1,1,0,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1822",0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"evm.TU.chromosome_1.1823",2,0,1,2,4,0,0,0,0,0,0,7,0,2,7,0,1,2,0,6,1,0,0,2,0,0,2,5,23,1,1
"evm.TU.chromosome_1.1824",0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1827",37,8,18,22,77,10,140,17,12,11,41,16,25,30,33,6,33,114,4,101,13,20,19,2,26,66,18,25,223,14,40
"evm.TU.chromosome_1.1828",0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,2,1,0,0,0,0,1,3,2,0,0,2,0,0
"evm.TU.chromosome_1.1829",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.183",0,0,1,1,2,0,3,0,0,0,1,0,1,2,1,0,1,4,0,1,2,0,1,1,2,3,0,1,3,0,0
"evm.TU.chromosome_1.1830",1,0,3,3,10,0,6,3,2,1,7,4,5,26,15,5,5,8,1,27,2,4,3,4,7,6,2,7,28,1,7
"evm.TU.chromosome_1.1831",72,26,34,7,34,20,33,35,49,24,23,46,11,44,16,12,66,49,16,34,17,39,14,40,42,46,11,65,146,38,91
"evm.TU.chromosome_1.1832",2,1,5,6,7,8,9,2,2,3,5,6,7,9,6,0,11,6,6,3,5,6,2,1,4,7,4,5,2,6,5
"evm.TU.chromosome_1.1833",0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"evm.TU.chromosome_1.1834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1835",0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,2,0,1,0,1,1,2
"evm.TU.chromosome_1.1836",5,5,5,0,1,2,2,2,1,0,2,5,2,0,0,0,8,4,4,1,2,2,2,4,5,2,1,0,7,1,2
"evm.TU.chromosome_1.1837",4,1,2,2,2,2,11,4,12,0,0,4,0,6,2,2,2,2,3,0,1,1,3,6,3,7,8,4,16,1,1
"evm.TU.chromosome_1.1838",1,4,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,2,1,4,4,6,0,3,10,2,5
"evm.TU.chromosome_1.1839",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.184",0,1,0,2,0,3,0,3,2,0,0,4,2,1,1,1,0,1,0,2,0,5,2,2,2,0,0,0,3,6,0
"evm.TU.chromosome_1.1840",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,1,2,0,0,1,0,0
"evm.TU.chromosome_1.1841",0,0,1,3,1,6,4,0,3,0,2,2,3,2,0,1,2,3,1,1,0,1,0,7,1,5,2,1,4,0,0
"evm.TU.chromosome_1.1842",14,9,20,21,25,13,17,18,26,6,14,30,19,49,25,22,25,24,14,34,9,16,5,10,24,7,26,31,35,20,19
"evm.TU.chromosome_1.1843",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"evm.TU.chromosome_1.1844",0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,2,5,3,0,4,0,1,0,1,0,2,0,6,2,0,0
"evm.TU.chromosome_1.1845",2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"evm.TU.chromosome_1.1846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"evm.TU.chromosome_1.1847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1849",23,9,19,13,31,23,9,17,26,5,7,57,14,39,16,29,36,33,12,29,8,17,9,9,21,18,15,30,57,21,12
"evm.TU.chromosome_1.185",2,3,3,7,5,4,0,6,12,2,0,9,2,12,0,1,14,3,2,3,4,5,1,4,6,3,2,10,10,8,0
"evm.TU.chromosome_1.1850",21,23,23,7,8,9,16,16,28,3,7,19,10,54,15,23,34,39,14,17,10,23,16,29,17,20,18,36,52,9,28
"evm.TU.chromosome_1.1851",0,1,1,0,0,1,0,1,1,1,1,1,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,4,0,0,0
"evm.TU.chromosome_1.1852",2,1,1,0,1,1,1,0,1,0,3,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,0,0
"evm.TU.chromosome_1.1853",0,4,6,4,1,6,0,0,0,2,0,1,3,6,0,1,7,3,3,1,4,7,1,10,1,5,0,3,4,0,3
"evm.TU.chromosome_1.1854",2,5,4,1,1,3,0,0,0,0,0,1,1,0,0,0,3,4,2,1,0,3,0,5,0,0,1,3,3,0,0
"evm.TU.chromosome_1.1855",5,10,11,7,9,22,1,2,3,2,4,7,2,8,3,3,10,4,10,0,3,16,3,19,0,3,3,19,18,0,1
"evm.TU.chromosome_1.1856",7,6,5,3,4,5,3,4,5,3,3,12,4,18,2,6,22,10,6,3,5,4,1,6,4,0,5,4,8,5,3
"evm.TU.chromosome_1.1857",2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1858",4,1,0,1,5,2,1,0,1,1,2,0,1,1,1,0,0,7,0,5,1,0,3,1,4,4,1,1,8,0,3
"evm.TU.chromosome_1.1859",8,2,18,18,28,11,40,10,12,3,20,18,15,29,15,11,19,36,8,31,8,8,1,2,21,26,14,25,40,22,22
"evm.TU.chromosome_1.186",1,0,3,0,2,2,2,1,6,4,2,6,0,4,1,0,3,7,0,1,1,2,2,4,2,7,1,4,5,5,8
"evm.TU.chromosome_1.1860",0,1,3,4,3,1,0,1,6,1,0,8,3,9,2,4,5,9,0,1,2,2,2,2,2,1,1,8,3,2,2
"evm.TU.chromosome_1.1861",1,4,3,6,4,3,3,4,10,5,0,10,4,16,3,5,13,5,1,2,4,5,1,2,7,9,4,18,7,3,4
"evm.TU.chromosome_1.1862",0,5,4,0,7,6,1,1,3,3,0,3,0,13,2,4,8,5,2,2,2,4,1,4,4,3,3,4,10,5,4
"evm.TU.chromosome_1.1863",5,12,8,10,16,5,11,3,10,5,4,13,9,16,11,11,17,16,5,17,7,4,6,7,17,11,7,12,21,5,9
"evm.TU.chromosome_1.1864",57,21,15,2,73,16,23,14,21,14,8,43,11,25,7,6,48,81,14,17,5,21,15,5,15,33,10,7,112,21,61
"evm.TU.chromosome_1.1865",0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0
"evm.TU.chromosome_1.1866",85,27,24,30,139,36,73,17,41,17,54,58,24,72,50,27,70,152,45,60,19,41,36,27,26,46,23,38,204,36,76
"evm.TU.chromosome_1.1867",0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0
"evm.TU.chromosome_1.1868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.187",0,2,4,0,0,2,0,0,2,1,0,0,0,1,1,1,2,0,0,0,2,0,0,0,1,0,1,0,4,0,1
"evm.TU.chromosome_1.1870",1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0
"evm.TU.chromosome_1.1871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evm.TU.chromosome_1.1873",1,3,1,1,1,1,1,2,5,5,1,7,4,11,0,5,6,4,5,0,0,4,2,9,5,3,4,3,7,1,1
