,A4.counts.txt,A5.counts.txt,A6.counts.txt,C4.counts.txt,C5.counts.txt,C9.counts.txt,D4.counts.txt,D5.counts.txt,D6.counts.txt,E10.counts.txt,E11.counts.txt,E3.counts.txt,F7.counts.txt,F8.counts.txt,F9.counts.txt,H1.counts.txt,H11.counts.txt,H15.counts.txt,I1.counts.txt,I2.counts.txt,I3.counts.txt,J13.counts.txt,J14.counts.txt,J15.counts.txt,K1.counts.txt,K2.counts.txt,K3.counts.txt,L6.counts.txt,L7.counts.txt,L8.counts.txt,M1.counts.txt,M2.counts.txt,M3.counts.txt,N4.counts.txt,N5.counts.txt,N6.counts.txt,O1.counts.txt,O2.counts.txt,P1.counts.txt,P2.counts.txt,P3.counts.txt,Q1.counts.txt,Q11.counts.txt,Q4.counts.txt,R7.counts.txt,R8.counts.txt,R9.counts.txt
evm.TU.chromosome_11.2386,0,8,8,4,6,7,8,8,9,2,7,7,3,0,13,9,0,20,9,1,7,19,18,5,4,5,5,12,8,12,17,3,11,16,32,6,21,10,6,4,5,5,14,12,4,3,5
evm.TU.chromosome_11.2387,0,7,12,26,7,17,8,12,14,18,9,11,5,8,35,18,16,27,9,15,4,20,31,7,3,31,5,3,27,11,16,23,18,20,93,12,15,25,17,22,29,9,26,38,9,52,24
evm.TU.chromosome_11.2388,1,52,28,83,42,31,44,145,51,69,20,57,20,39,60,33,40,37,58,43,17,96,299,87,5,83,35,65,81,49,86,55,78,59,421,55,101,125,75,165,66,42,92,241,31,87,34
evm.TU.chromosome_11.2389,1,10,13,13,11,5,11,15,14,17,19,20,2,10,16,3,3,22,14,12,9,21,26,8,3,7,10,15,15,10,19,7,13,15,45,7,26,16,9,8,8,7,28,48,8,14,2
evm.TU.chromosome_11.239,1,1,7,11,1,4,2,10,2,3,4,3,2,4,6,2,0,4,7,7,2,6,11,4,1,2,0,3,5,1,3,3,1,8,28,0,4,8,3,3,2,2,3,19,2,13,0
evm.TU.chromosome_11.2390,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,0,1,0,0,1,0
evm.TU.chromosome_11.2391,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,3,0,1,1,5,3,0,0,0,2,0,2,3,0,1,2,4,1,2,1,4,1,0,2,2,2,0,0,0
evm.TU.chromosome_11.2392,0,1,2,2,2,0,2,0,2,1,0,2,0,0,0,3,0,1,1,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,5,1,0,0
evm.TU.chromosome_11.2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2394,0,5,2,5,3,15,2,0,3,1,10,13,2,7,13,0,0,8,8,6,4,33,22,5,1,1,0,15,7,8,17,4,18,5,9,5,18,0,27,6,9,22,5,7,4,5,5
evm.TU.chromosome_11.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2396,0,4,0,2,4,4,1,0,2,7,4,14,1,8,4,1,0,1,9,8,3,11,6,2,0,0,0,7,3,3,7,1,9,4,11,1,6,1,9,3,3,6,6,8,2,3,5
evm.TU.chromosome_11.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2398,0,4,3,6,6,6,5,12,5,0,2,4,2,4,7,0,5,9,10,8,4,8,17,1,0,7,5,4,8,6,13,3,5,2,9,4,7,4,2,3,5,6,6,8,5,4,11
evm.TU.chromosome_11.2399,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0
evm.TU.chromosome_11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.240,0,2,0,0,0,1,2,1,1,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,4,0,0,0,1,0,0,0,1,2,0,2,0
evm.TU.chromosome_11.2400,0,0,1,2,1,5,0,0,0,3,1,5,1,3,12,1,0,0,1,0,3,3,13,2,0,1,0,0,0,1,1,1,2,7,14,7,9,5,9,4,9,4,1,7,1,1,0
evm.TU.chromosome_11.2401,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,4,3,2,1,0,0,0,0,0,0,0,0,1,4,0,0,2,4,0,2,2,1,0,0,0,1,1,2,1,4
evm.TU.chromosome_11.2402,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.chromosome_11.2403,0,6,16,4,2,5,7,5,18,4,1,9,8,2,12,1,0,7,11,4,4,10,7,7,0,5,4,10,6,9,11,3,12,18,34,7,25,14,18,6,7,8,20,26,8,9,5
evm.TU.chromosome_11.2404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0
evm.TU.chromosome_11.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2406,0,0,0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1
evm.TU.chromosome_11.2407,0,17,13,11,5,13,8,30,9,6,4,7,1,4,10,7,7,14,20,13,14,16,14,6,2,18,5,11,5,7,26,9,13,14,66,8,30,18,17,19,7,12,21,23,5,11,2
evm.TU.chromosome_11.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_11.2413,0,1,0,0,2,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,2,0,0,0
evm.TU.chromosome_11.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_11.2415,0,28,3,0,0,0,0,2,1,0,1,4,3,1,9,4,3,4,0,0,0,6,0,1,1,0,0,2,3,4,7,1,3,1,3,0,2,0,0,1,1,26,17,2,1,1,1
evm.TU.chromosome_11.2416,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,1,3,0,0,0
evm.TU.chromosome_11.2417,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0
evm.TU.chromosome_11.2418,0,2,3,0,1,4,3,3,2,0,5,4,0,1,12,4,2,12,2,3,1,2,3,1,3,2,0,0,2,0,3,3,1,2,2,1,2,0,2,2,1,1,6,2,0,2,0
evm.TU.chromosome_11.2419,0,2,2,2,1,1,1,1,1,0,3,3,0,0,8,4,0,4,9,3,4,6,1,0,2,0,1,2,3,2,4,4,4,4,0,3,2,3,1,0,2,2,6,6,8,2,1
evm.TU.chromosome_11.242,8,48,82,93,47,72,41,120,68,91,45,110,35,52,124,37,37,102,151,66,44,127,139,41,14,80,46,80,109,58,140,68,66,75,387,45,89,115,89,94,65,46,82,257,66,105,41
evm.TU.chromosome_11.2420,0,0,1,0,1,2,1,1,0,0,0,1,1,2,4,0,0,3,1,0,1,1,1,1,0,0,0,3,4,2,5,2,6,1,2,0,2,1,0,0,2,2,3,5,0,0,0
evm.TU.chromosome_11.2421,3,11,13,28,20,38,7,16,16,26,17,36,2,4,9,4,5,15,16,3,7,34,39,13,1,20,4,6,7,6,15,2,7,8,27,10,8,8,14,7,9,10,11,32,8,14,5
evm.TU.chromosome_11.2422,3,12,14,23,11,19,11,18,20,10,9,19,15,11,22,10,8,33,32,10,17,39,34,15,2,20,9,15,10,22,34,11,15,21,82,13,26,23,22,16,15,17,24,59,13,23,7
evm.TU.chromosome_11.2423,0,12,11,4,5,5,11,1,12,4,7,13,5,2,7,10,0,7,12,7,8,15,7,2,2,3,3,5,3,3,12,2,2,8,5,0,5,1,14,3,4,10,14,6,9,8,3
evm.TU.chromosome_11.2424,0,2,2,1,0,0,1,0,0,2,2,1,0,0,6,3,1,2,6,1,2,10,2,4,1,2,2,1,0,1,3,0,1,2,4,1,3,1,0,3,3,1,6,3,2,2,4
evm.TU.chromosome_11.2425,0,0,0,0,3,2,2,1,3,0,1,3,0,0,0,0,1,2,0,0,1,4,1,3,0,0,0,0,1,0,2,0,1,2,1,0,1,1,1,0,1,1,0,1,0,2,0
evm.TU.chromosome_11.2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_11.2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.243,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
evm.TU.chromosome_11.2430,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_11.2431,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,5,0,0,1,0,1,0,0,1,3,0,1,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2
evm.TU.chromosome_11.2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2436,0,0,3,0,0,0,2,0,1,0,2,2,0,0,1,3,0,3,8,0,4,4,0,1,0,0,1,6,0,0,3,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,5
evm.TU.chromosome_11.2437,0,1,4,0,0,1,2,1,0,0,0,0,1,0,1,2,0,4,8,0,0,1,1,1,0,0,0,1,0,1,4,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0
evm.TU.chromosome_11.2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.244,0,2,1,2,0,2,1,0,0,0,1,0,1,6,11,0,0,0,4,5,1,5,0,1,0,0,1,3,2,2,5,2,1,1,2,0,2,3,1,1,0,4,0,5,1,3,1
evm.TU.chromosome_11.2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2441,0,2,13,4,2,7,2,12,9,0,3,5,2,1,2,1,1,5,10,4,8,6,6,3,0,2,0,1,0,2,4,0,1,4,14,2,3,1,4,3,6,1,6,11,5,8,1
evm.TU.chromosome_11.2442,0,1,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_11.2443,0,0,3,0,0,2,0,0,1,0,2,2,0,0,0,1,0,3,0,0,1,2,1,1,0,0,0,0,1,0,3,0,0,2,2,1,6,1,4,1,2,0,0,0,1,0,0
evm.TU.chromosome_11.2444,1,27,29,48,23,21,36,82,39,62,34,46,23,25,72,25,16,31,102,56,23,73,62,31,10,44,18,29,43,26,59,28,48,37,126,17,43,48,43,37,31,27,24,95,25,50,14
evm.TU.chromosome_11.2445,0,2,15,41,8,43,19,25,10,27,24,13,4,6,15,6,19,7,35,30,6,57,148,15,5,58,5,17,27,3,34,12,4,93,408,18,139,55,99,74,23,58,23,48,28,74,5
evm.TU.chromosome_11.2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2448,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
evm.TU.chromosome_11.2449,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
evm.TU.chromosome_11.245,0,0,1,1,0,0,2,3,2,1,1,0,0,1,5,0,0,0,2,1,1,1,10,0,0,0,0,0,2,1,5,1,0,1,3,3,0,2,2,0,0,2,0,1,0,0,0
evm.TU.chromosome_11.2450,2,15,70,52,33,64,37,70,40,61,68,74,24,31,100,21,10,115,110,41,78,64,55,23,14,39,17,38,36,35,65,22,48,33,128,21,60,37,68,37,74,34,53,90,26,35,22
evm.TU.chromosome_11.2451,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,1,1,3,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,1
evm.TU.chromosome_11.2452,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
evm.TU.chromosome_11.2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2454,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2455,0,1,3,4,2,4,1,1,2,3,1,0,4,2,1,2,0,2,0,1,0,3,4,3,0,4,0,0,1,0,2,0,0,3,16,0,7,2,2,3,0,2,2,3,2,4,1
evm.TU.chromosome_11.2456,0,4,2,2,1,1,1,3,0,3,1,4,2,2,0,2,0,5,5,5,0,1,2,2,0,2,1,2,7,0,4,2,0,2,3,3,4,0,2,1,4,0,2,5,1,5,1
evm.TU.chromosome_11.2457,63,583,599,1141,745,990,440,1059,463,1292,652,1348,361,692,691,911,765,1505,1688,1284,695,1241,1656,432,280,1075,650,675,1065,571,1097,517,521,1386,3299,526,1351,1342,1204,1502,1090,732,756,2181,771,1477,360
evm.TU.chromosome_11.2458,0,3,5,2,0,4,1,4,1,5,8,9,0,4,3,1,0,12,10,6,2,6,2,2,2,4,2,6,4,6,17,1,3,8,16,3,6,2,2,5,8,3,3,15,3,19,3
evm.TU.chromosome_11.2459,0,1,10,2,1,3,8,3,9,4,10,14,5,1,8,5,1,12,16,2,5,3,8,3,1,4,3,3,2,3,15,3,2,5,10,3,6,5,6,6,6,7,23,16,0,4,2
evm.TU.chromosome_11.246,0,2,0,0,2,0,2,4,1,0,0,0,8,13,18,16,14,36,2,2,7,5,5,4,5,3,13,31,15,10,68,5,19,4,33,2,6,4,9,6,1,20,22,39,14,3,11
evm.TU.chromosome_11.2460,0,13,21,9,8,14,11,9,14,7,15,20,9,10,34,11,3,29,31,15,9,18,18,7,4,8,9,17,4,10,23,2,9,18,22,14,20,10,21,8,13,7,21,22,14,13,3
evm.TU.chromosome_11.2461,0,2,2,1,0,1,3,3,1,2,0,0,0,1,0,1,1,3,8,3,1,6,9,0,0,0,0,2,3,1,2,1,1,3,5,0,6,3,1,2,1,1,2,1,3,1,1
evm.TU.chromosome_11.2462,0,11,6,3,4,4,8,37,6,14,7,13,7,1,10,0,1,2,26,17,4,21,21,4,1,1,1,11,6,3,13,6,4,15,37,2,14,14,5,14,8,6,7,16,8,20,4
evm.TU.chromosome_11.2463,0,1,1,1,0,0,5,2,2,0,1,0,1,0,5,1,0,6,1,0,1,1,0,1,1,3,0,0,1,0,0,0,1,1,3,3,1,2,2,0,2,0,1,0,0,0,0
evm.TU.chromosome_11.2464,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,0,0,0,1,0,4,1,2,2,2,2,3,0,0
evm.TU.chromosome_11.2465,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,0,2,0,1,1,0,1,0,2,0,1,1,0,1,1,3
evm.TU.chromosome_11.2466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,3,0,0,1,0,0,0,0
evm.TU.chromosome_11.2468,0,0,1,0,0,1,0,0,0,2,2,0,1,0,3,0,1,1,4,3,0,3,6,0,0,0,0,1,1,1,1,0,0,2,3,1,1,0,2,1,0,1,1,4,1,0,0
evm.TU.chromosome_11.2469,0,2,1,0,0,1,3,2,0,0,0,2,0,3,6,3,2,3,7,3,0,5,2,1,0,0,0,2,1,3,3,1,1,0,3,0,1,0,2,2,0,4,5,0,6,0,6
evm.TU.chromosome_11.247,4,43,38,46,29,75,65,83,33,143,102,54,30,92,124,117,145,252,94,123,32,97,198,18,43,132,84,173,382,81,339,118,63,72,401,39,93,60,91,98,60,124,112,468,111,61,31
evm.TU.chromosome_11.2470,0,1,1,0,1,1,1,0,0,0,0,1,0,0,3,3,0,0,5,2,1,1,0,1,2,0,1,0,5,1,4,7,1,2,3,1,1,1,0,0,5,0,2,1,0,0,0
evm.TU.chromosome_11.2471,7,86,60,47,37,51,44,43,62,24,68,54,21,31,65,47,17,99,160,29,40,122,63,30,9,40,21,51,45,41,125,29,45,68,152,20,102,38,67,41,37,33,85,84,77,52,25
evm.TU.chromosome_11.2472,13,95,189,380,77,135,142,827,153,498,156,153,129,357,140,107,141,185,410,458,81,305,702,86,29,267,64,192,380,132,271,265,115,226,1792,58,248,723,197,693,147,115,184,1222,168,716,49
evm.TU.chromosome_11.2473,0,2,3,0,0,1,1,1,1,0,2,2,0,0,6,1,0,2,0,0,0,0,0,1,1,0,1,1,2,0,4,0,0,1,1,2,3,1,2,0,2,1,0,1,1,1,1
evm.TU.chromosome_11.2474,0,10,2,6,2,4,0,4,1,14,1,12,1,5,5,2,9,17,3,10,2,1,0,1,2,27,6,2,2,3,3,0,3,1,2,3,0,1,0,1,1,16,25,17,2,2,2
evm.TU.chromosome_11.2475,7,5,4,11,2,1,8,20,11,10,2,9,0,8,5,3,5,11,3,15,5,9,14,4,1,17,3,2,14,4,7,4,7,12,72,8,3,26,16,31,3,9,14,48,7,13,5
evm.TU.chromosome_11.2476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,3,1,0,0,5,2,0,1,4,0,1,0,0,0,0,0,0
evm.TU.chromosome_11.2477,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,0,0,1,1,1,0,0
evm.TU.chromosome_11.2478,0,1,1,1,1,2,1,7,0,1,1,0,0,2,1,0,0,1,6,0,1,1,10,2,0,2,2,4,6,0,3,1,1,0,4,0,3,1,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_11.2479,1,4,20,16,9,17,5,24,10,11,14,27,20,4,12,6,1,27,29,8,6,25,18,8,3,8,5,15,20,21,27,13,16,27,61,5,17,22,25,11,19,2,12,47,7,25,5
evm.TU.chromosome_11.248,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2480,1,15,29,15,12,21,6,27,26,22,21,26,7,18,22,11,12,27,60,23,11,42,44,13,6,11,11,23,22,14,44,16,19,41,83,22,54,22,41,28,28,16,18,45,18,12,7
evm.TU.chromosome_11.2481,0,15,25,7,5,16,23,18,18,12,14,23,3,14,34,14,10,36,43,29,9,28,33,11,11,13,12,23,23,14,21,8,15,21,26,9,17,9,26,7,15,30,38,38,22,19,4
evm.TU.chromosome_11.2482,0,6,3,0,2,4,3,3,6,0,4,2,1,0,3,6,0,18,10,2,1,8,2,5,1,4,2,7,0,3,14,2,5,5,5,6,9,0,4,1,2,2,10,2,3,1,2
evm.TU.chromosome_11.2483,0,2,2,1,0,2,4,1,9,2,0,3,0,1,2,3,3,7,3,0,3,3,0,3,1,3,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0
evm.TU.chromosome_11.2484,0,11,8,0,0,2,6,2,8,6,4,6,4,10,49,11,2,10,28,14,3,15,11,4,1,6,3,14,9,7,22,3,6,31,16,14,22,3,22,9,12,8,13,3,8,7,16
evm.TU.chromosome_11.2485,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,1,0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,2,0,0,1
evm.TU.chromosome_11.2486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2489,0,0,2,0,1,2,12,2,4,5,6,4,2,3,8,11,2,5,15,8,4,12,5,2,1,4,3,4,2,3,11,2,3,4,11,2,13,0,11,3,3,1,3,3,2,0,0
evm.TU.chromosome_11.249,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1
evm.TU.chromosome_11.2490,0,1,6,10,3,5,22,6,14,5,6,5,6,4,16,34,12,26,72,16,5,52,25,14,5,14,9,46,9,11,49,12,22,10,10,9,20,8,19,4,12,16,22,20,7,3,2
evm.TU.chromosome_11.2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2492,0,1,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,1,3,1,6,5,0,6,0,2,0,1,2,2,0,1,2,0,1,2,0,1
evm.TU.chromosome_11.2493,7,83,170,90,63,171,133,194,105,127,119,119,59,47,138,148,111,229,266,169,120,228,286,63,42,129,72,174,211,89,251,64,107,150,373,72,177,114,161,129,122,72,108,259,167,161,66
evm.TU.chromosome_11.2494,0,3,5,7,2,1,4,9,5,3,6,6,0,1,4,0,1,9,3,10,1,9,10,3,2,7,2,6,6,4,8,6,7,7,10,0,8,0,4,3,2,3,4,19,2,5,1
evm.TU.chromosome_11.2495,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,5,0,0,0,0,0,1,2,4,1,4,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2496,0,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,2,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
