,A4.counts.txt,A5.counts.txt,A6.counts.txt,C4.counts.txt,C5.counts.txt,C9.counts.txt,D4.counts.txt,D5.counts.txt,D6.counts.txt,E10.counts.txt,E11.counts.txt,E3.counts.txt,F7.counts.txt,F8.counts.txt,F9.counts.txt,H1.counts.txt,H11.counts.txt,H15.counts.txt,I1.counts.txt,I2.counts.txt,I3.counts.txt,J13.counts.txt,J14.counts.txt,J15.counts.txt,K1.counts.txt,K2.counts.txt,K3.counts.txt,L6.counts.txt,L7.counts.txt,L8.counts.txt,M1.counts.txt,M2.counts.txt,M3.counts.txt,N4.counts.txt,N5.counts.txt,N6.counts.txt,O1.counts.txt,O2.counts.txt,P1.counts.txt,P2.counts.txt,P3.counts.txt,Q1.counts.txt,Q11.counts.txt,Q4.counts.txt,R7.counts.txt,R8.counts.txt,R9.counts.txt
evm.TU.chromosome_11.2497,0,25,43,84,34,35,22,65,35,28,14,29,22,25,29,23,20,52,92,61,27,82,103,32,5,35,13,39,52,28,54,32,55,40,209,19,72,78,51,74,38,18,57,137,25,75,19
evm.TU.chromosome_11.2498,0,0,4,2,2,0,4,2,1,1,2,1,2,2,5,4,0,10,3,3,1,5,8,0,0,0,1,0,1,7,3,1,3,3,7,0,2,0,3,6,0,4,3,1,3,0,1
evm.TU.chromosome_11.2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
evm.TU.chromosome_11.2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2501,0,3,3,28,2,2,0,46,3,12,3,3,3,10,8,3,10,3,4,18,2,4,34,8,0,28,4,3,5,4,9,13,6,4,93,1,2,58,1,26,3,1,4,82,3,39,3
evm.TU.chromosome_11.2502,0,3,2,6,8,7,1,3,4,5,4,6,6,4,3,9,4,6,32,4,7,24,18,11,0,5,3,9,2,4,14,1,4,12,22,4,20,15,8,14,3,8,7,19,21,7,2
evm.TU.chromosome_11.2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2505,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_11.2506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.chromosome_11.2510,0,21,39,2,0,0,35,43,30,5,4,5,0,1,1,19,18,62,3,3,0,2,3,5,6,30,24,3,6,1,2,1,0,3,12,0,5,2,3,2,1,13,45,76,19,28,19
evm.TU.chromosome_11.2511,0,5,8,0,1,0,3,16,3,1,0,0,0,0,0,2,5,12,2,1,0,2,2,0,2,11,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,11,4,7,4
evm.TU.chromosome_11.2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2514,0,0,26,0,0,0,3,8,9,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,10,0
evm.TU.chromosome_11.2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,4,2,6,4,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0
evm.TU.chromosome_11.2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,8,1,1,2,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
evm.TU.chromosome_11.2518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2519,0,2,2,0,4,1,0,1,0,0,0,0,0,0,0,6,0,4,0,0,0,2,1,0,2,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1
evm.TU.chromosome_11.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2524,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2525,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2526,0,2,4,9,3,4,7,20,7,11,1,8,0,1,5,5,7,10,12,9,1,16,11,3,2,8,1,4,14,4,11,5,6,8,53,11,10,18,11,19,15,3,7,17,2,3,1
evm.TU.chromosome_11.2527,0,1,6,1,1,2,1,0,2,0,2,1,0,0,2,1,0,3,2,2,2,8,4,1,1,1,1,2,5,3,8,3,6,4,25,2,10,6,5,5,7,5,11,19,1,0,3
evm.TU.chromosome_11.2528,0,8,16,9,8,3,7,21,19,6,1,18,2,4,14,4,1,37,8,16,2,18,10,6,2,12,10,6,16,6,23,4,19,8,33,17,16,2,10,5,18,5,23,25,10,10,5
evm.TU.chromosome_11.2529,0,0,5,0,1,3,1,0,1,0,0,3,0,0,12,0,0,0,0,0,1,0,0,0,0,1,1,3,0,2,2,1,3,1,2,0,3,0,0,0,0,0,4,0,0,1,4
evm.TU.chromosome_11.253,0,0,4,0,2,2,3,0,6,2,1,3,0,0,0,6,6,9,10,4,5,17,6,0,1,2,0,3,0,0,9,0,1,3,26,1,9,7,20,9,0,4,2,8,8,10,0
evm.TU.chromosome_11.2530,3,4,14,10,2,3,0,22,6,6,2,23,3,7,19,3,7,5,3,11,3,2,7,3,2,5,4,0,17,1,5,8,5,2,21,5,2,4,0,2,12,1,5,21,7,20,3
evm.TU.chromosome_11.2531,0,1,7,12,6,6,2,15,5,2,2,1,0,2,6,4,3,7,10,12,7,15,16,2,0,2,1,2,7,5,13,10,7,4,47,3,9,7,3,9,6,4,4,15,1,20,2
evm.TU.chromosome_11.2532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,3,10,1,1,6,2,3,0,0,0,0,0,1,3,0,1,2,2,0,1,0,1,5,0,0,5,2,0,3,0
evm.TU.chromosome_11.2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2534,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,0,1,1,0,0,0,1,0,1,0,2,0,1,1,0
evm.TU.chromosome_11.2535,0,6,3,0,0,3,0,4,2,2,1,1,1,0,0,4,5,2,5,0,0,6,11,1,1,4,2,1,4,1,1,0,3,5,11,4,5,0,6,3,5,0,5,5,0,1,0
evm.TU.chromosome_11.2536,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0
evm.TU.chromosome_11.2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_11.254,2,22,13,0,16,66,59,3,3,31,0,36,36,7,72,68,5,14,69,8,13,53,4,13,2,9,23,54,18,21,108,8,6,106,21,34,177,2,78,3,18,32,20,9,18,4,14
evm.TU.chromosome_11.2540,0,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,3,5,0,0,10,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2544,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
evm.TU.chromosome_11.2545,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,3,1,0,1,0,0,0,1,0,2,0,0,1
evm.TU.chromosome_11.2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
evm.TU.chromosome_11.2549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_11.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2550,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,2,0,0,0
evm.TU.chromosome_11.2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_11.2552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,4,1,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
evm.TU.chromosome_11.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2554,1,3,2,3,2,6,1,22,3,5,3,4,2,22,14,7,8,11,21,23,5,13,40,4,1,16,4,15,21,5,13,8,7,12,63,6,9,18,11,33,15,3,5,31,5,6,3
evm.TU.chromosome_11.2555,0,0,0,0,0,2,1,1,0,2,1,0,0,1,2,1,1,0,1,5,0,1,2,1,0,0,0,1,2,0,2,0,0,2,20,4,4,0,4,6,4,1,1,1,0,1,1
evm.TU.chromosome_11.2556,0,0,4,3,1,3,4,14,2,13,6,3,2,6,16,5,5,5,21,12,2,10,13,0,0,6,6,9,10,1,5,1,5,9,32,5,5,4,6,5,3,0,2,14,1,5,1
evm.TU.chromosome_11.2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2559,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,5,1,0,2,0,1,1,0,1,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,2,1,3,0
evm.TU.chromosome_11.256,0,0,1,1,0,2,1,1,2,0,0,1,2,0,0,3,0,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,3,0,1,0,1,3,0,0,0
evm.TU.chromosome_11.2560,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_11.2561,0,1,2,3,2,3,1,2,6,4,6,9,0,3,8,4,2,3,25,13,2,17,7,4,0,4,3,5,9,2,9,1,6,10,14,2,6,7,11,3,4,0,5,16,3,3,0
evm.TU.chromosome_11.2562,2,1,12,29,4,8,6,40,12,13,10,10,8,25,13,6,6,9,21,15,3,18,27,3,0,19,3,6,23,9,24,7,10,11,63,7,18,29,18,15,13,8,9,59,7,23,5
evm.TU.chromosome_11.2563,0,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,1,0,3,1,0,1,0,1,0,0,0,1,0,0,2,0,1,1,3,0,3,0,2,1,2,0,3,1,0,4,0
evm.TU.chromosome_11.2564,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2565,0,2,12,4,1,2,1,43,4,9,13,8,4,7,6,3,2,15,21,7,4,7,31,4,2,6,1,14,5,4,14,2,6,7,59,0,9,7,7,19,5,8,4,49,2,11,3
evm.TU.chromosome_11.2566,4,7,18,15,11,8,13,34,9,18,6,13,9,22,17,10,15,19,44,24,14,28,45,11,3,16,4,8,18,11,15,12,5,10,83,4,18,27,12,28,14,8,21,48,8,28,5
evm.TU.chromosome_11.2567,3,5,8,5,6,7,3,7,6,5,3,11,4,1,14,5,0,15,13,8,2,16,15,3,0,8,3,6,2,8,8,4,10,14,31,4,14,6,8,6,5,7,13,12,2,10,4
evm.TU.chromosome_11.2568,3,20,41,1,9,17,8,3,17,1,18,17,12,0,35,17,0,61,27,2,21,32,2,9,3,0,6,17,1,7,26,0,5,21,3,1,10,1,13,1,16,15,31,12,28,8,7
evm.TU.chromosome_11.2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_11.257,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,2,0,1,1,0,0,0,0,0,1,1,3,0,1,1
evm.TU.chromosome_11.2570,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2571,1,7,23,0,2,8,3,1,6,1,6,7,7,0,6,4,0,7,10,2,8,11,1,4,1,1,5,10,2,5,14,0,3,11,6,2,3,2,10,0,6,4,21,5,10,4,1
evm.TU.chromosome_11.2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2573,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
evm.TU.chromosome_11.2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2576,0,0,0,0,1,4,1,0,1,0,0,2,2,1,2,0,0,2,1,0,2,4,0,1,0,0,0,4,0,1,3,1,2,4,5,1,3,0,1,1,3,1,2,1,1,0,0
evm.TU.chromosome_11.2577,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,3,1,1,0,1,1,0,0,0,0,0
evm.TU.chromosome_11.2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
evm.TU.chromosome_11.258,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,2,1,1,0
evm.TU.chromosome_11.2580,0,1,0,1,0,1,1,0,2,1,1,1,0,0,0,4,1,0,0,0,1,1,7,1,0,2,0,1,0,0,2,1,1,2,2,0,2,0,1,1,0,0,1,0,2,0,1
evm.TU.chromosome_11.2581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
evm.TU.chromosome_11.2582,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_11.2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2584,0,2,8,6,0,2,1,1,10,2,1,9,6,0,9,5,0,11,8,4,3,15,2,3,2,6,1,5,3,3,8,0,4,6,7,2,7,5,9,3,13,2,14,16,1,6,1
evm.TU.chromosome_11.2585,0,7,18,4,5,4,2,2,2,2,3,2,10,13,16,1,3,2,12,6,4,12,8,6,0,2,2,7,4,5,14,2,4,8,11,2,11,1,6,2,3,1,2,9,2,10,0
evm.TU.chromosome_11.2586,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
evm.TU.chromosome_11.2587,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
evm.TU.chromosome_11.2588,0,3,6,2,6,20,4,1,6,2,1,8,0,1,0,0,1,3,14,4,7,6,2,9,0,2,5,12,3,5,16,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,2
evm.TU.chromosome_11.2589,0,1,1,0,3,1,1,0,0,2,2,0,0,1,1,0,0,0,2,0,1,1,0,0,0,1,1,1,2,1,1,0,2,0,3,1,2,0,4,0,0,2,3,5,1,3,1
evm.TU.chromosome_11.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2599_evm.TU.chromosome_11.2590,3,15,24,38,4,19,20,88,11,33,19,23,30,21,32,22,28,30,56,51,9,49,94,11,2,33,16,30,35,9,34,17,14,33,111,8,35,27,37,45,21,21,29,129,22,78,23
evm.TU.chromosome_11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2600,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
evm.TU.chromosome_11.2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2602,0,2,3,3,0,2,0,3,1,4,1,4,0,4,6,1,1,2,3,2,4,4,3,1,1,5,1,0,1,0,3,1,0,1,5,2,3,1,2,1,5,1,0,2,2,3,0
evm.TU.chromosome_11.2603,0,4,16,6,3,4,5,5,9,6,4,5,6,5,11,5,6,5,21,2,3,10,18,4,2,7,2,4,6,3,7,6,7,14,42,5,10,11,7,12,11,4,4,14,7,12,3
evm.TU.chromosome_11.2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
evm.TU.chromosome_11.2607,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,2,1,1,0,3,0,0,0,0,1,0,0,0
